workerid,proliferate.condition,time_in_minutes,error
1275,list1,2.8693,
1483,list1,4.245416666666666,
1396,list1,2.1100333333333334,
1423,list1,3.9968666666666666,
1231,list1,3.1599166666666667,
1157,list1,2.5125166666666665,
1484,list1,3.877833333333333,
1513,list1,2.3985333333333334,
1454,list1,3.1310166666666666,
1292,list1,3.479833333333333,
1474,list1,6.2800666666666665,
1284,list1,2.929133333333333,
1193,list1,4.2542333333333335,
1147,list1,2.184616666666667,
1201,list1,2.0245166666666665,
1415,list1,2.4383333333333335,
1172,list1,4.459333333333333,
1301,list1,1.97445,
1139,list1,5.895816666666667,
1342,list1,3.0218666666666665,
1521,list1,3.3466833333333335,
1309,list1,2.7584833333333334,
1538,list1,2.8164166666666666,
1317,list1,2.9593166666666666,
1324,list1,2.6357,
1499,list1,1.99695,
1379,list1,5.073833333333333,
1217,list1,3.38765,
1225,list1,3.03125,
1404,list1,2.68545,
1333,list1,2.77465,
1132,list1,2.203533333333333,
1168,list1,1.920216666666667,
1531,list1,4.66835,
1241,list1,3.160433333333333,
1258,list1,3.818433333333333,
1503,list1,3.2372833333333335,
1209,list1,3.214483333333334,
1427,list1,2.6474333333333333,
1380,list1,2.1821333333333333,
1556,list1,2.449316666666667,
1250,list1,3.0549833333333334,
1464,list1,2.7486166666666665,
1184,list1,6.07,
1546,list1,2.87865,
1264,list1,9.600433333333331,
1443,list1,2.152066666666667,
1122,list1,3.4888666666666666,
1351,list1,2.732283333333333,
1361,list1,2.9256,
1138,list2,2.706916666666667,
1202,list2,2.2053666666666665,
1502,list2,2.92045,
1350,list2,3.723133333333333,
1453,list2,2.2335666666666665,
1394,list2,4.12335,
1378,list2,2.2741166666666666,
1164,list2,3.75855,
1457,list2,2.7288833333333335,
1249,list2,2.2162333333333333,
1496,list2,2.936283333333334,
1274,list2,5.893483333333333,
1185,list2,2.63695,
1200,list2,2.6189666666666667,
1537,list2,2.9170833333333333,
1545,list2,2.87515,
1325,list2,1.9018,
1530,list2,2.17145,
1257,list2,2.652616666666667,
1192,list2,3.3018833333333335,
1300,list2,3.950816666666667,
1291,list2,2.0046166666666667,
1491,list2,2.6567,
1156,list2,2.7246333333333332,
1330,list2,5.693666666666667,
1482,list2,3.1919166666666667,
1233,list2,3.54945,
1283,list2,3.337066666666667,
1234,list2,3.65265,
1120,list2,3.7743166666666665,
1414,list2,2.3781333333333334,
1130,list2,2.35535,
1442,list2,2.3696166666666665,
1316,list2,3.5769,
1512,list2,3.0860333333333334,
1146,list2,2.6153833333333334,
1224,list2,2.2461,
1358,list2,4.151033333333333,
1171,list2,3.7819666666666665,
1422,list2,4.522116666666666,
1267,list2,2.93135,
1387,list2,2.5785833333333334,
1520,list2,7.258233333333333,
1555,list2,4.34345,
1341,list2,2.9985333333333335,
1216,list2,4.671916666666666,
1473,list2,2.7047833333333333,
1368,list2,2.1406666666666667,
1435,list2,4.76065,
1403,list2,2.5054,
1247,list4,1.9777166666666663,
1256,list4,3.9194333333333335,
1519,list4,7.744366666666667,
1290,list4,2.358966666666667,
1215,list4,3.0177,
1235,list4,4.2327,
1527,list4,3.186183333333333,
1539,list4,3.0051833333333335,
1307,list4,4.201416666666667,
1451,list4,1.8028166666666667,
1481,list4,2.2383333333333333,
1137,list4,2.4562333333333335,
1393,list4,2.8808666666666665,
1421,list4,5.213766666666666,
1282,list4,3.67265,
1329,list4,4.03775,
1554,list4,2.3736166666666665,
1571,list4,2.1279166666666667,
1153,list4,2.354416666666667,
1527,list4,2.5176333333333334,
1129,list4,2.8253166666666667,
1472,list4,2.240066666666667,
1208,list4,2.8518833333333333,
1266,list4,2.0872,
1199,list4,3.4612333333333334,
1169,list4,1.88955,
1191,list4,4.337633333333334,
1298,list4,2.5635333333333334,
1357,list4,5.66655,
1573,list4,2.5607166666666665,
1490,list4,3.2691833333333333,
1161,list4,2.498,
1575,list4,2.8929666666666667,
1402,list4,1.8637833333333331,
1466,list4,3.3222833333333335,
1323,list4,2.7186166666666667,
1223,list4,3.448366666666667,
1273,list4,2.3272333333333335,
1511,list4,3.1760333333333333,
1441,list4,5.161066666666667,
1493,list4,3.4467833333333333,
1386,list4,3.6260833333333338,
1145,list4,3.2718666666666665,
1232,list4,4.451,
1367,list4,16.494483333333335,
1340,list4,5.27655,
1349,list4,2.9368333333333334,
1176,list4,3.693033333333333,
1377,list4,4.946266666666666,
1180,list4,2.583266666666667,
1574,list4,2.9165666666666668,
1471,list8,2.4565,
1289,list8,2.28785,
1366,list8,2.4612333333333334,
1265,list8,2.5345166666666668,
1306,list8,5.347666666666667,
1459,list8,2.4584166666666665,
1348,list8,3.04195,
1222,list8,4.07505,
1401,list8,2.7289833333333333,
1553,list8,1.9289666666666667,
1210,list8,2.3744833333333335,
1136,list8,2.8032166666666667,
1463,list8,2.7972166666666665,
1255,list8,2.573816666666666,
1385,list8,3.7108666666666665,
1536,list8,3.482583333333334,
1246,list8,2.213766666666667,
1128,list8,1.9320166666666667,
1167,list8,1.8847833333333333,
1440,list8,2.0421,
1230,list8,2.6071833333333334,
1479,list8,2.53695,
1489,list8,2.73885,
1420,list8,2.6399833333333333,
1376,list8,2.71845,
1339,list8,2.661983333333333,
1272,list8,7.172866666666667,
1518,list8,2.501533333333333,
1198,list8,2.7577666666666665,
1498,list8,2.6462666666666665,
1501,list8,3.16975,
1160,list8,2.5446333333333335,
1392,list8,2.462816666666667,
1299,list8,2.5165,
1281,list8,2.6229833333333334,
1152,list8,2.5166333333333335,
1322,list8,1.9906,
1174,list8,2.662,
1510,list8,4.2226333333333335,
1207,list8,4.517383333333333,
1240,list8,2.731516666666667,
1430,list8,2.747733333333333,
1452,list8,2.2678166666666666,
1526,list8,2.854016666666667,
1314,list8,2.4367666666666667,
1190,list8,3.552016666666667,
1328,list8,4.53845,
1297,list8,2.7818,
1412,list8,3.458466666666667,
1544,list8,3.3433333333333333,
1439,list5,4.119316666666666,
1384,list5,2.0180666666666665,
1143,list5,3.16975,
1429,list5,3.6853,
1507,list5,2.5433833333333333,
1214,list5,3.66905,
1296,list5,3.0449333333333333,
1206,list5,4.104933333333333,
1321,list5,4.135133333333333,
1557,list5,2.31465,
1371,list5,3.5981666666666667,
1229,list5,3.0640666666666667,
1535,list5,3.665666666666666,
1338,list5,5.031516666666667,
1346,list5,8.56355,
1434,list5,2.65375,
1391,list5,4.0815,
1543,list5,3.9771,
1127,list5,2.1068333333333333,
1313,list5,2.6354333333333333,
1189,list5,2.7770166666666665,
1177,list5,3.5955,
1197,list5,6.0893,
1271,list5,3.4852666666666665,
1400,list5,2.537183333333333,
1279,list5,4.61435,
1151,list5,3.81355,
1495,list5,5.96845,
1565,list5,1.2621166666666668,
1327,list5,2.951416666666667,
1165,list5,3.2011,
1305,list5,3.1831666666666667,
1159,list5,5.236666666666666,
1566,list5,2.9567,
1239,list5,5.19785,
1525,list5,3.6382333333333334,
1563,list5,3.2249333333333334,
1409,list5,2.50365,
1183,list5,2.48605,
1488,list5,6.136266666666667,
1263,list5,2.8296333333333332,
1564,list5,6.599216666666667,
1558,list5,3.0026333333333333,
1355,list5,2.287733333333333,
1552,list5,3.410633333333333,
1562,list5,2.4503666666666666,
1478,list5,4.8896,
1559,list5,2.277633333333333,
1517,list5,2.9161333333333332,
1419,list5,7.3818,
1567,list5,3.402616666666667,
1245,list5,2.8930333333333333,
1135,list5,2.4485333333333332,
1560,list5,2.7765166666666667,
1375,list5,2.3322166666666666,
1254,list5,2.6377166666666665,
1213,list7,3.0879333333333334,
1182,list7,2.167566666666666,
1461,list7,4.076116666666667,
1469,list7,4.031583333333334,
1390,list7,2.294983333333333,
1411,list7,2.6242833333333335,
1364,list7,7.050783333333333,
1516,list7,2.148816666666667,
1150,list7,1.9177,
1524,list7,2.5797666666666665,
1492,list7,5.86045,
1175,list7,2.1916333333333333,
1597,list7,4.908816666666667,
1278,list7,2.675333333333333,
1426,list7,2.1104,
1438,list7,2.87265,
1354,list7,3.8499666666666665,
1126,list7,2.5231833333333333,
1418,list7,7.4845,
1506,list7,2.6106166666666666,
1383,list7,2.0431,
1134,list7,2.3954333333333335,
1253,list7,2.6175,
1326,list7,3.6284833333333335,
1486,list7,2.5191666666666666,
1345,list7,2.861866666666667,
1285,list7,2.9203,
1188,list7,3.3754,
1312,list7,6.40965,
1399,list7,4.074133333333333,
1477,list7,4.823166666666666,
1270,list7,3.5453833333333336,
1304,list7,3.0348,
1449,list7,2.14995,
1142,list7,3.0376666666666665,
1205,list7,2.3922833333333333,
1158,list7,4.44555,
1262,list7,3.0489,
1295,list7,8.263583333333333,
1244,list7,3.8181333333333334,
1542,list7,2.51015,
1166,list7,2.293716666666666,
1335,list7,2.2921666666666667,
1196,list7,2.375166666666667,
1374,list7,2.6744166666666667,
1228,list7,3.8957333333333337,
1320,list7,4.781983333333334,
1534,list7,2.1931,
1238,list7,2.7752166666666667,
1220,list7,2.9429666666666665,
1548,list3,3.104033333333333,
1363,list3,9.641966666666669,
1398,list3,4.51115,
1124,list3,1.75425,
1133,list3,2.097483333333334,
1550,list3,3.376133333333333,
1181,list3,3.137016666666667,
1417,list3,2.935233333333333,
1269,list3,2.58705,
1580,list3,2.3611,
1508,list3,2.648083333333333,
1149,list3,2.5189166666666667,
1497,list3,3.514366666666666,
1448,list3,3.638716666666667,
1237,list3,6.7135,
1336,list3,2.1637,
1445,list3,3.0871833333333334,
1332,list3,2.4829,
1572,list3,9.379683333333332,
1280,list3,2.3991166666666666,
1347,list3,3.082133333333333,
1515,list3,2.6444833333333335,
1187,list3,2.5511333333333335,
1458,list3,6.628266666666667,
1582,list3,3.2528333333333332,
1360,list3,2.61105,
1337,list3,3.2022,
1261,list3,3.2826166666666667,
1600,list3,3.0906,
1446,list3,2.5417666666666667,
1576,list3,4.019433333333334,
1570,list3,4.799133333333334,
1465,list3,2.4530833333333333,
1173,list3,2.8353166666666665,
1425,list3,2.199433333333334,
1162,list6,2.6401333333333334,
1131,list6,2.126333333333333,
1569,list6,3.734733333333333,
1148,list6,2.4692,
1416,list6,2.5802833333333335,
1599,list6,2.04575,
1522,list6,3.7573666666666665,
1236,list6,2.84045,
1311,list6,3.090516666666667,
1405,list6,3.0384166666666665,
1211,list6,3.3265666666666664,
1203,list6,3.1662833333333333,
1178,list6,2.601366666666667,
1397,list6,4.714816666666667,
1540,list6,3.038983333333334,
1343,list6,1.9679166666666668,
1302,list6,4.502583333333333,
1601,list6,3.71865,
1514,list6,3.2828666666666666,
1549,list6,3.4776666666666665,
1598,list6,4.013283333333334,
1194,list6,2.6139833333333335,
1331,list6,4.48315,
1154,list6,2.619,
1251,list6,3.659116666666667,
1372,list6,2.02215,
1424,list6,3.0202,
1170,list6,2.88875,
1408,list6,3.1083666666666665,
1475,list6,3.03485,
1286,list6,1.9772,
1268,list6,2.8973333333333335,
1603,list6,2.92485,
1467,list6,4.96315,
