"Answer.time_in_minutes","object","utterance","slide_number_in_experiment","workerid","rt","response","speaker_cond"
1.78463333333333,"Susan","bot_check",1,23,0,"Susan","list2"
1.78463333333333,"pitcher_glass","pitcher",3,23,4112,"pitcher","list2"
1.78463333333333,"chair_plastic","chair",4,23,7480,"chair","list2"
1.78463333333333,"ball_plastic","ball",5,23,6959,"ball","list2"
1.78463333333333,"jacket_leather","jacket",6,23,4368,"jacket","list2"
1.78463333333333,"cup_paper","cup",7,23,5248,"waste basket","list2"
1.78463333333333,"bag_leather","bag",8,23,4663,"handbag","list2"
1.78463333333333,"box_metal","box",9,23,5496,"toolbox","list2"
1.78463333333333,"bowl_glass","bowl",10,23,3288,"bowl","list2"
1.78463333333333,"door_glass","door",11,23,4264,"door","list2"
1.78463333333333,"vase_wood","vase",12,23,2489,"vase","list2"
1.78463333333333,"ruler_plastic","ruler",13,23,3175,"ruler","list2"
1.78463333333333,"plate_paper","plate",14,23,4224,"paper plate","list2"
1.78463333333333,"boots_canvas","boots",15,23,3840,"shoe","list2"
1.78463333333333,"bottle_metal","bottle",16,23,4104,"water bottle","list2"
1.78463333333333,"table_glass","table",17,23,5392,"monitor stand","list2"
1.78463333333333,"spoon_metal","spoon",18,23,5991,"spoon","list2"
1.78463333333333,"pot_metal","pot",19,23,3433,"bucket","list2"
1.29875,"Susan","bot_check",1,24,0,"Susan","list2"
1.29875,"table_glass","table",3,24,4350,"shelf","list2"
1.29875,"bag_leather","bag",4,24,3502,"purse","list2"
1.29875,"vase_wood","vase",5,24,2944,"vase","list2"
1.29875,"door_glass","door",6,24,4833,"mirror","list2"
1.29875,"bottle_metal","bottle",7,24,3552,"flask","list2"
1.29875,"pot_metal","pot",8,24,4413,"pot","list2"
1.29875,"spoon_metal","spoon",9,24,2698,"spoon","list2"
1.29875,"cup_paper","cup",10,24,2778,"cup","list2"
1.29875,"ball_plastic","ball",11,24,2777,"ball","list2"
1.29875,"bowl_glass","bowl",12,24,2720,"bowl","list2"
1.29875,"jacket_leather","jacket",13,24,3038,"jacket","list2"
1.29875,"pitcher_glass","pitcher",14,24,3682,"pitcher","list2"
1.29875,"boots_canvas","boots",15,24,3277,"shoe","list2"
1.29875,"ruler_plastic","ruler",16,24,3610,"ruler","list2"
1.29875,"plate_paper","plate",17,24,2792,"plate","list2"
1.29875,"chair_plastic","chair",18,24,2649,"chair","list2"
1.29875,"box_metal","box",19,24,3363,"trunk","list2"
1.9164,"Susan","bot_check",1,25,0,"Susan","list2"
1.9164,"ball_plastic","ball",3,25,4252,"ball","list2"
1.9164,"pitcher_glass","pitcher",4,25,5539,"pitcher","list2"
1.9164,"spoon_metal","spoon",5,25,2552,"spoon","list2"
1.9164,"pot_metal","pot",6,25,2780,"bucket","list2"
1.9164,"jacket_leather","jacket",7,25,4372,"leather jacket","list2"
1.9164,"bag_leather","bag",8,25,3879,"tote bag","list2"
1.9164,"door_glass","door",9,25,4135,"door","list2"
1.9164,"vase_wood","vase",10,25,4548,"wooden vase","list2"
1.9164,"box_metal","box",11,25,3654,"metal trunk","list2"
1.9164,"plate_paper","plate",12,25,3122,"paper plate","list2"
1.9164,"cup_paper","cup",13,25,3365,"wastebasket","list2"
1.9164,"table_glass","table",14,25,5356,"footstool","list2"
1.9164,"chair_plastic","chair",15,25,3582,"plastic chair","list2"
1.9164,"bowl_glass","bowl",16,25,2987,"glass bowl","list2"
1.9164,"bottle_metal","bottle",17,25,6816,"stainless steel water bottle","list2"
1.9164,"boots_canvas","boots",18,25,4895,"high-top shoe","list2"
1.9164,"ruler_plastic","ruler",19,25,2124,"ruler","list2"
1.89628333333333,"Jennifer","bot_check",1,26,0,"Jennifer","list2"
1.89628333333333,"door_glass","door",3,26,6344,"mirror","list2"
1.89628333333333,"plate_paper","plate",4,26,7968,"paper plate","list2"
1.89628333333333,"vase_wood","vase",5,26,3456,"vase","list2"
1.89628333333333,"jacket_leather","jacket",6,26,4775,"jacket","list2"
1.89628333333333,"ruler_plastic","ruler",7,26,3736,"ruler","list2"
1.89628333333333,"bottle_metal","bottle",8,26,4601,"water bottle","list2"
1.89628333333333,"chair_plastic","chair",9,26,3719,"chair","list2"
1.89628333333333,"box_metal","box",10,26,3625,"chest","list2"
1.89628333333333,"boots_canvas","boots",11,26,3303,"shoe","list2"
1.89628333333333,"bag_leather","bag",12,26,4368,"purse","list2"
1.89628333333333,"table_glass","table",13,26,4569,"table","list2"
1.89628333333333,"pitcher_glass","pitcher",14,26,8576,"pitcher","list2"
1.89628333333333,"spoon_metal","spoon",15,26,3967,"spoon","list2"
1.89628333333333,"cup_paper","cup",16,26,6944,"trash can","list2"
1.89628333333333,"ball_plastic","ball",17,26,4416,"ball","list2"
1.89628333333333,"bowl_glass","bowl",18,26,3976,"bowl","list2"
1.89628333333333,"pot_metal","pot",19,26,4169,"pail","list2"
1.31576666666667,"Margaret","bot_check",1,27,0,"Margaret","list2"
1.31576666666667,"plate_paper","plate",3,27,4771,"paper plate","list2"
1.31576666666667,"ruler_plastic","ruler",4,27,3145,"ruler","list2"
1.31576666666667,"table_glass","table",5,27,5255,"desk","list2"
1.31576666666667,"bag_leather","bag",6,27,2165,"purse","list2"
1.31576666666667,"chair_plastic","chair",7,27,2046,"chair","list2"
1.31576666666667,"jacket_leather","jacket",8,27,2638,"jacket","list2"
1.31576666666667,"spoon_metal","spoon",9,27,1946,"spoon","list2"
1.31576666666667,"door_glass","door",10,27,4686,"door","list2"
1.31576666666667,"cup_paper","cup",11,27,2853,"trash can","list2"
1.31576666666667,"boots_canvas","boots",12,27,2725,"sneaker","list2"
1.31576666666667,"ball_plastic","ball",13,27,2056,"ball","list2"
1.31576666666667,"pitcher_glass","pitcher",14,27,5451,"carafe","list2"
1.31576666666667,"pot_metal","pot",15,27,2969,"bucket","list2"
1.31576666666667,"box_metal","box",16,27,2847,"toolbox","list2"
1.31576666666667,"vase_wood","vase",17,27,5232,"vase","list2"
1.31576666666667,"bottle_metal","bottle",18,27,3629,"water bottle","list2"
1.31576666666667,"bowl_glass","bowl",19,27,2223,"bowl","list2"
1.36718333333333,"Jessica","bot_check",1,28,0,"Jessica","list2"
1.36718333333333,"pitcher_glass","pitcher",3,28,5031,"jug","list2"
1.36718333333333,"bottle_metal","bottle",4,28,6577,"water bottle","list2"
1.36718333333333,"bag_leather","bag",5,28,3959,"purse","list2"
1.36718333333333,"plate_paper","plate",6,28,4350,"plate","list2"
1.36718333333333,"bowl_glass","bowl",7,28,3377,"bowl","list2"
1.36718333333333,"box_metal","box",8,28,3257,"chest","list2"
1.36718333333333,"boots_canvas","boots",9,28,5813,"shoe","list2"
1.36718333333333,"spoon_metal","spoon",10,28,2639,"spoon","list2"
1.36718333333333,"table_glass","table",11,28,2309,"
table","list2"
1.36718333333333,"pot_metal","pot",12,28,2315,"
bucket","list2"
1.36718333333333,"jacket_leather","jacket",13,28,2628,"
jacket","list2"
1.36718333333333,"door_glass","door",14,28,2718,"
door","list2"
1.36718333333333,"vase_wood","vase",15,28,2296,"
vase","list2"
1.36718333333333,"ball_plastic","ball",16,28,1573,"
ball","list2"
1.36718333333333,"ruler_plastic","ruler",17,28,1891,"
ruler","list2"
1.36718333333333,"cup_paper","cup",18,28,3713,"
trash can","list2"
1.36718333333333,"chair_plastic","chair",19,28,1781,"
chair","list2"
1.65076666666667,"Elizabeth","bot_check",1,29,0,"elizabeth","list2"
1.65076666666667,"ball_plastic","ball",3,29,5670,"blue ball","list2"
1.65076666666667,"ruler_plastic","ruler",4,29,7357,"ruler","list2"
1.65076666666667,"bag_leather","bag",5,29,3903,"purse","list2"
1.65076666666667,"pitcher_glass","pitcher",6,29,4359,"pitcher","list2"
1.65076666666667,"plate_paper","plate",7,29,3570,"plate","list2"
1.65076666666667,"spoon_metal","spoon",8,29,2519,"
spoon","list2"
1.65076666666667,"table_glass","table",9,29,3096,"
table","list2"
1.65076666666667,"vase_wood","vase",10,29,4840,"
pottery","list2"
1.65076666666667,"bottle_metal","bottle",11,29,3409,"
bottle","list2"
1.65076666666667,"jacket_leather","jacket",12,29,4295,"
jacket","list2"
1.65076666666667,"pot_metal","pot",13,29,2120,"
bucket","list2"
1.65076666666667,"boots_canvas","boots",14,29,5128,"sneaker","list2"
1.65076666666667,"box_metal","box",15,29,5983,"
metal box","list2"
1.65076666666667,"door_glass","door",16,29,2623,"
door","list2"
1.65076666666667,"chair_plastic","chair",17,29,1993,"
chair","list2"
1.65076666666667,"bowl_glass","bowl",18,29,1880,"
bowl","list2"
1.65076666666667,"cup_paper","cup",19,29,2464,"
basket","list2"
1.23893333333333,"Susan","bot_check",1,30,0,"Susan","list3"
1.23893333333333,"ball_fabric","ball",3,30,2712,"Ball","list3"
1.23893333333333,"boots_leather","boots",4,30,2079,"
Boot","list3"
1.23893333333333,"bag_paper","bag",5,30,2127,"
Bag","list3"
1.23893333333333,"bowl_metal","bowl",6,30,1712,"
Bowl","list3"
1.23893333333333,"pitcher_metal","pitcher",7,30,1983,"
Pitcher","list3"
1.23893333333333,"door_wood","door",8,30,1727,"
Door","list3"
1.23893333333333,"box_canvas","box",9,30,2136,"
Box","list3"
1.23893333333333,"table_metal","table",10,30,1712,"
Table","list3"
1.23893333333333,"cup_glass","cup",11,30,1688,"
Glass","list3"
1.23893333333333,"vase_ceramic","vase",12,30,2008,"
Vase","list3"
1.23893333333333,"ruler_glass","ruler",13,30,3159,"
Ruler","list3"
1.23893333333333,"chair_wood","chair",14,30,1495,"
Chair","list3"
1.23893333333333,"plate_plastic","plate",15,30,1864,"
Plate","list3"
1.23893333333333,"pot_wood","pot",16,30,2882,"
Planter","list3"
1.23893333333333,"spoon_wood","spoon",17,30,2269,"
Spoon","list3"
1.23893333333333,"jacket_canvas","jacket",18,30,3159,"
Shirt","list3"
1.23893333333333,"bottle_plastic","bottle",19,30,3064,"
Bottle","list3"
2.59933333333333,"Jessica","bot_check",1,31,0,"jessica","list3"
2.59933333333333,"pitcher_metal","pitcher",3,31,4500,"pitcher","list3"
2.59933333333333,"box_canvas","box",4,31,2819,"
box","list3"
2.59933333333333,"bag_paper","bag",5,31,2693,"
bag","list3"
2.59933333333333,"boots_leather","boots",6,31,2669,"
boot","list3"
2.59933333333333,"door_wood","door",7,31,2638,"
door","list3"
2.59933333333333,"jacket_canvas","jacket",8,31,12446,"
jacket","list3"
2.59933333333333,"pot_wood","pot",9,31,7952,"
trash bin","list3"
2.59933333333333,"ball_fabric","ball",10,31,2529,"
ball","list3"
2.59933333333333,"chair_wood","chair",11,31,29065,"
chair","list3"
2.59933333333333,"spoon_wood","spoon",12,31,3195,"
spoon","list3"
2.59933333333333,"plate_plastic","plate",13,31,2919,"
plate","list3"
2.59933333333333,"cup_glass","cup",14,31,2804,"
glass","list3"
2.59933333333333,"bottle_plastic","bottle",15,31,2146,"
bottle","list3"
2.59933333333333,"bowl_metal","bowl",16,31,1969,"
bowl","list3"
2.59933333333333,"ruler_glass","ruler",17,31,2704,"
ruler","list3"
2.59933333333333,"table_metal","table",18,31,2637,"
table","list3"
2.59933333333333,"vase_ceramic","vase",19,31,4357,"
vase","list3"
1.24933333333333,"Linda","bot_check",1,32,0,"Linda","list3"
1.24933333333333,"ruler_glass","ruler",3,32,2959,"Ruler","list3"
1.24933333333333,"chair_wood","chair",4,32,2312,"Chair","list3"
1.24933333333333,"bowl_metal","bowl",5,32,2696,"Bowl","list3"
1.24933333333333,"cup_glass","cup",6,32,1792,"Glass","list3"
1.24933333333333,"table_metal","table",7,32,3296,"Table","list3"
1.24933333333333,"bottle_plastic","bottle",8,32,4224,"Plastic Bottle","list3"
1.24933333333333,"spoon_wood","spoon",9,32,2856,"Wooden spoon","list3"
1.24933333333333,"bag_paper","bag",10,32,3824,"paper bag","list3"
1.24933333333333,"boots_leather","boots",11,32,3528,"shoe","list3"
1.24933333333333,"door_wood","door",12,32,1840,"door","list3"
1.24933333333333,"pitcher_metal","pitcher",13,32,4736,"pitcher","list3"
1.24933333333333,"jacket_canvas","jacket",14,32,5464,"jacket","list3"
1.24933333333333,"vase_ceramic","vase",15,32,1864,"vase","list3"
1.24933333333333,"ball_fabric","ball",16,32,1760,"ball","list3"
1.24933333333333,"pot_wood","pot",17,32,5664,"planter","list3"
1.24933333333333,"plate_plastic","plate",18,32,2168,"plate","list3"
1.24933333333333,"box_canvas","box",19,32,1648,"box","list3"
1.41658333333333,"Jessica","bot_check",1,33,0,"Jessica","list3"
1.41658333333333,"table_metal","table",3,33,5826,"table","list3"
1.41658333333333,"vase_ceramic","vase",4,33,4025,"vase","list3"
1.41658333333333,"bowl_metal","bowl",5,33,4534,"bowel","list3"
1.41658333333333,"bag_paper","bag",6,33,3960,"bag","list3"
1.41658333333333,"plate_plastic","plate",7,33,3890,"plate","list3"
1.41658333333333,"ruler_glass","ruler",8,33,4236,"ruler","list3"
1.41658333333333,"door_wood","door",9,33,2957,"door","list3"
1.41658333333333,"bottle_plastic","bottle",10,33,3611,"bottle","list3"
1.41658333333333,"chair_wood","chair",11,33,3212,"chair","list3"
1.41658333333333,"pot_wood","pot",12,33,3956,"vase","list3"
1.41658333333333,"jacket_canvas","jacket",13,33,3283,"coat","list3"
1.41658333333333,"spoon_wood","spoon",14,33,3656,"spoon","list3"
1.41658333333333,"boots_leather","boots",15,33,4645,"boot","list3"
1.41658333333333,"pitcher_metal","pitcher",16,33,4857,"porer","list3"
1.41658333333333,"ball_fabric","ball",17,33,3471,"ball","list3"
1.41658333333333,"box_canvas","box",18,33,3449,"box","list3"
1.41658333333333,"cup_glass","cup",19,33,2658,"glass","list3"
2.71301666666667,"Mary","bot_check",1,34,0,"Mary","list3"
2.71301666666667,"door_wood","door",3,34,3361,"door","list3"
2.71301666666667,"plate_plastic","plate",4,34,4432,"
plastic plate","list3"
2.71301666666667,"table_metal","table",5,34,6008,"
steel work table","list3"
2.71301666666667,"boots_leather","boots",6,34,12816,"
leather lacer work boot","list3"
2.71301666666667,"bag_paper","bag",7,34,6623,"
brown paper bag","list3"
2.71301666666667,"chair_wood","chair",8,34,3649,"
wooden chair","list3"
2.71301666666667,"ruler_glass","ruler",9,34,7904,"
plastic ruler","list3"
2.71301666666667,"vase_ceramic","vase",10,34,8458,"flower vase","list3"
2.71301666666667,"box_canvas","box",11,34,4857,"
file box","list3"
2.71301666666667,"spoon_wood","spoon",12,34,5119,"
wooden spoon","list3"
2.71301666666667,"bowl_metal","bowl",13,34,3903,"
mixing bowl","list3"
2.71301666666667,"jacket_canvas","jacket",14,34,7529,"
brown coat","list3"
2.71301666666667,"pot_wood","pot",15,34,3168,"
wooden bowl","list3"
2.71301666666667,"pitcher_metal","pitcher",16,34,4576,"
steel pitcher","list3"
2.71301666666667,"bottle_plastic","bottle",17,34,4839,"
plastic bottle","list3"
2.71301666666667,"cup_glass","cup",18,34,5528,"
drinking glass","list3"
2.71301666666667,"ball_fabric","ball",19,34,8768,"
blue ball","list3"
16.3342166666667,"Patricia","bot_check",1,35,0,"Patricia","list3"
16.3342166666667,"bowl_metal","bowl",3,35,3933,"bowl","list3"
16.3342166666667,"vase_ceramic","vase",4,35,2943,"vase","list3"
16.3342166666667,"jacket_canvas","jacket",5,35,3768,"jacket","list3"
16.3342166666667,"ruler_glass","ruler",6,35,5177,"ruler","list3"
16.3342166666667,"pitcher_metal","pitcher",7,35,4071,"pitcher","list3"
16.3342166666667,"chair_wood","chair",8,35,3353,"chair","list3"
16.3342166666667,"pot_wood","pot",9,35,7144,"planter","list3"
16.3342166666667,"bottle_plastic","bottle",10,35,3623,"bottle","list3"
16.3342166666667,"box_canvas","box",11,35,883896,"box","list3"
16.3342166666667,"cup_glass","cup",12,35,4853,"glass","list3"
16.3342166666667,"boots_leather","boots",13,35,4801,"boot","list3"
16.3342166666667,"door_wood","door",14,35,3016,"door","list3"
16.3342166666667,"spoon_wood","spoon",15,35,3816,"spoon","list3"
16.3342166666667,"table_metal","table",16,35,3167,"table","list3"
16.3342166666667,"plate_plastic","plate",17,35,3137,"plate","list3"
16.3342166666667,"bag_paper","bag",18,35,2463,"bag","list3"
16.3342166666667,"ball_fabric","ball",19,35,2672,"ball","list3"
1.13263333333333,"Elizabeth","bot_check",1,36,0,"Elizabeth","list3"
1.13263333333333,"cup_glass","cup",3,36,3622,"glass","list3"
1.13263333333333,"boots_leather","boots",4,36,2397,"boot","list3"
1.13263333333333,"pitcher_metal","pitcher",5,36,4292,"pitcher","list3"
1.13263333333333,"bottle_plastic","bottle",6,36,2174,"bottle","list3"
1.13263333333333,"vase_ceramic","vase",7,36,1440,"vase","list3"
1.13263333333333,"chair_wood","chair",8,36,2031,"chair","list3"
1.13263333333333,"ruler_glass","ruler",9,36,2675,"ruler","list3"
1.13263333333333,"pot_wood","pot",10,36,6897,"planter","list3"
1.13263333333333,"bowl_metal","bowl",11,36,3517,"mixing bowl","list3"
1.13263333333333,"ball_fabric","ball",12,36,2876,"ball","list3"
1.13263333333333,"jacket_canvas","jacket",13,36,2290,"shirt","list3"
1.13263333333333,"door_wood","door",14,36,1548,"door","list3"
1.13263333333333,"spoon_wood","spoon",15,36,2323,"spoon","list3"
1.13263333333333,"box_canvas","box",16,36,4256,"box","list3"
1.13263333333333,"plate_plastic","plate",17,36,1568,"plate","list3"
1.13263333333333,"table_metal","table",18,36,1746,"table","list3"
1.13263333333333,"bag_paper","bag",19,36,1606,"bag","list3"
2.8159,"Linda","bot_check",1,37,0,"Linda","list3"
2.8159,"ball_fabric","ball",3,37,5215,"ball","list3"
2.8159,"door_wood","door",4,37,5108,"door","list3"
2.8159,"pot_wood","pot",5,37,10250,"planter","list3"
2.8159,"cup_glass","cup",6,37,6492,"glass","list3"
2.8159,"bag_paper","bag",7,37,9888,"paper bag","list3"
2.8159,"jacket_canvas","jacket",8,37,5730,"jacket","list3"
2.8159,"box_canvas","box",9,37,7025,"box","list3"
2.8159,"spoon_wood","spoon",10,37,11288,"wooden spoon","list3"
2.8159,"table_metal","table",11,37,5606,"table","list3"
2.8159,"bowl_metal","bowl",12,37,4922,"bowl","list3"
2.8159,"bottle_plastic","bottle",13,37,8368,"plastic bottle","list3"
2.8159,"ruler_glass","ruler",14,37,5842,"ruler","list3"
2.8159,"pitcher_metal","pitcher",15,37,7864,"pitcher","list3"
2.8159,"boots_leather","boots",16,37,8982,"boot","list3"
2.8159,"plate_plastic","plate",17,37,9246,"plastic plate","list3"
2.8159,"vase_ceramic","vase",18,37,5676,"vase","list3"
2.8159,"chair_wood","chair",19,37,7083,"chair","list3"
1.59311666666667,"Mary","bot_check",1,38,0,"Mary","list3"
1.59311666666667,"ball_fabric","ball",3,38,3490,"ball","list3"
1.59311666666667,"bowl_metal","bowl",4,38,3140,"bowl","list3"
1.59311666666667,"cup_glass","cup",5,38,3321,"glass","list3"
1.59311666666667,"door_wood","door",6,38,3373,"door","list3"
1.59311666666667,"boots_leather","boots",7,38,4509,"boot","list3"
1.59311666666667,"bottle_plastic","bottle",8,38,3218,"bottle","list3"
1.59311666666667,"bag_paper","bag",9,38,2436,"bag","list3"
1.59311666666667,"spoon_wood","spoon",10,38,4312,"spoon","list3"
1.59311666666667,"chair_wood","chair",11,38,2968,"chair","list3"
1.59311666666667,"table_metal","table",12,38,3874,"table","list3"
1.59311666666667,"ruler_glass","ruler",13,38,2999,"ruler","list3"
1.59311666666667,"jacket_canvas","jacket",14,38,2795,"coat","list3"
1.59311666666667,"pot_wood","pot",15,38,4681,"planter","list3"
1.59311666666667,"box_canvas","box",16,38,7037,"box","list3"
1.59311666666667,"pitcher_metal","pitcher",17,38,4725,"pitcher","list3"
1.59311666666667,"plate_plastic","plate",18,38,2742,"plate","list3"
1.59311666666667,"vase_ceramic","vase",19,38,4516,"vase","list3"
2.27956666666667,"Patricia","bot_check",1,39,0,"Patricia","list3"
2.27956666666667,"ball_fabric","ball",3,39,10187,"softball","list3"
2.27956666666667,"chair_wood","chair",4,39,4986,"chair","list3"
2.27956666666667,"table_metal","table",5,39,3935,"table","list3"
2.27956666666667,"ruler_glass","ruler",6,39,3937,"ruler","list3"
2.27956666666667,"pot_wood","pot",7,39,5101,"pot","list3"
2.27956666666667,"bottle_plastic","bottle",8,39,6826,"water bottle","list3"
2.27956666666667,"spoon_wood","spoon",9,39,11185,"wooden spoon","list3"
2.27956666666667,"jacket_canvas","jacket",10,39,7555,"jacket","list3"
2.27956666666667,"plate_plastic","plate",11,39,8280,"disposable plate","list3"
2.27956666666667,"cup_glass","cup",12,39,3510,"glass","list3"
2.27956666666667,"bowl_metal","bowl",13,39,4549,"bowl","list3"
2.27956666666667,"vase_ceramic","vase",14,39,5808,"vase","list3"
2.27956666666667,"bag_paper","bag",15,39,4412,"paper bag","list3"
2.27956666666667,"door_wood","door",16,39,3219,"door","list3"
2.27956666666667,"box_canvas","box",17,39,6467,"bin","list3"
2.27956666666667,"boots_leather","boots",18,39,5149,"boot","list3"
2.27956666666667,"pitcher_metal","pitcher",19,39,9281,"pitcher","list3"
5.68928333333333,"Mary","bot_check",1,40,0,"Mary","list3"
5.68928333333333,"door_wood","door",3,40,4405,"door","list3"
5.68928333333333,"spoon_wood","spoon",4,40,3787,"
spoon","list3"
5.68928333333333,"boots_leather","boots",5,40,1523,"
boot","list3"
5.68928333333333,"ball_fabric","ball",6,40,1890,"
ball","list3"
5.68928333333333,"box_canvas","box",7,40,1475,"
box","list3"
5.68928333333333,"jacket_canvas","jacket",8,40,1848,"
jacket","list3"
5.68928333333333,"pot_wood","pot",9,40,3158,"
pot","list3"
5.68928333333333,"bowl_metal","bowl",10,40,1362,"
bowl","list3"
5.68928333333333,"bag_paper","bag",11,40,2218,"
bag","list3"
5.68928333333333,"cup_glass","cup",12,40,1724,"
glass","list3"
5.68928333333333,"vase_ceramic","vase",13,40,1277,"
vas","list3"
5.68928333333333,"table_metal","table",14,40,2571,"
table","list3"
5.68928333333333,"pitcher_metal","pitcher",15,40,2311,"
pitcher","list3"
5.68928333333333,"chair_wood","chair",16,40,1640,"
chair","list3"
5.68928333333333,"bottle_plastic","bottle",17,40,2715,"
bottle","list3"
5.68928333333333,"ruler_glass","ruler",18,40,1712,"
ruler","list3"
5.68928333333333,"plate_plastic","plate",19,40,1454,"
plate","list3"
1.08138333333333,"Barbara","bot_check",1,41,0,"Barbara","list3"
1.08138333333333,"plate_plastic","plate",3,41,2142,"plate","list3"
1.08138333333333,"jacket_canvas","jacket",4,41,1599,"
jacket","list3"
1.08138333333333,"box_canvas","box",5,41,1232,"
box","list3"
1.08138333333333,"chair_wood","chair",6,41,1128,"
chair","list3"
1.08138333333333,"table_metal","table",7,41,1248,"
table","list3"
1.08138333333333,"ball_fabric","ball",8,41,1231,"
ball","list3"
1.08138333333333,"spoon_wood","spoon",9,41,3321,"
spoon","list3"
1.08138333333333,"door_wood","door",10,41,1279,"
door","list3"
1.08138333333333,"bag_paper","bag",11,41,1223,"
bag","list3"
1.08138333333333,"pot_wood","pot",12,41,4497,"
pot","list3"
1.08138333333333,"boots_leather","boots",13,41,2024,"
boot","list3"
1.08138333333333,"vase_ceramic","vase",14,41,3215,"vase","list3"
1.08138333333333,"ruler_glass","ruler",15,41,1161,"
ruler","list3"
1.08138333333333,"pitcher_metal","pitcher",16,41,2095,"
pitcher","list3"
1.08138333333333,"cup_glass","cup",17,41,1392,"
glass","list3"
1.08138333333333,"bowl_metal","bowl",18,41,1264,"
bowl","list3"
1.08138333333333,"bottle_plastic","bottle",19,41,2400,"
bottl","list3"
2.16501666666667,"Margaret","bot_check",1,42,0,"Margaret","list3"
2.16501666666667,"cup_glass","cup",3,42,3508,"glass","list3"
2.16501666666667,"bag_paper","bag",4,42,4023,"bag","list3"
2.16501666666667,"bowl_metal","bowl",5,42,1825,"bowl","list3"
2.16501666666667,"ruler_glass","ruler",6,42,1377,"
ruler","list3"
2.16501666666667,"box_canvas","box",7,42,1415,"
box","list3"
2.16501666666667,"pitcher_metal","pitcher",8,42,1600,"
pitcher","list3"
2.16501666666667,"bottle_plastic","bottle",9,42,1744,"
bottle","list3"
2.16501666666667,"spoon_wood","spoon",10,42,1424,"
spoon","list3"
2.16501666666667,"vase_ceramic","vase",11,42,1432,"
vase","list3"
2.16501666666667,"door_wood","door",12,42,1600,"
door","list3"
2.16501666666667,"table_metal","table",13,42,2584,"
table","list3"
2.16501666666667,"pot_wood","pot",14,42,5208,"
bowl","list3"
2.16501666666667,"ball_fabric","ball",15,42,2064,"
ball","list3"
2.16501666666667,"plate_plastic","plate",16,42,1472,"
plate","list3"
2.16501666666667,"chair_wood","chair",17,42,1383,"
chair","list3"
2.16501666666667,"boots_leather","boots",18,42,1513,"
shoe","list3"
2.16501666666667,"jacket_canvas","jacket",19,42,2640,"
shirt","list3"
1.57785,"Susan","bot_check",1,43,0,"Susan","list3"
1.57785,"bag_paper","bag",3,43,3940,"bag","list3"
1.57785,"table_metal","table",4,43,4367,"table","list3"
1.57785,"cup_glass","cup",5,43,3088,"glass","list3"
1.57785,"chair_wood","chair",6,43,3695,"chair","list3"
1.57785,"door_wood","door",7,43,3446,"door","list3"
1.57785,"spoon_wood","spoon",8,43,4761,"spoon","list3"
1.57785,"bowl_metal","bowl",9,43,3287,"bowl","list3"
1.57785,"jacket_canvas","jacket",10,43,3641,"coat","list3"
1.57785,"ball_fabric","ball",11,43,3918,"ball","list3"
1.57785,"ruler_glass","ruler",12,43,3264,"ruler","list3"
1.57785,"plate_plastic","plate",13,43,3474,"plate","list3"
1.57785,"bottle_plastic","bottle",14,43,3613,"bottle","list3"
1.57785,"box_canvas","box",15,43,3464,"box","list3"
1.57785,"pot_wood","pot",16,43,4591,"pot","list3"
1.57785,"vase_ceramic","vase",17,43,2767,"vase","list3"
1.57785,"pitcher_metal","pitcher",18,43,3584,"pitcher","list3"
1.57785,"boots_leather","boots",19,43,3208,"boot","list3"
1.50378333333333,"Mary","bot_check",1,44,0,"Mary","list3"
1.50378333333333,"bottle_plastic","bottle",3,44,4797,"water bottle","list3"
1.50378333333333,"plate_plastic","plate",4,44,5345,"plate","list3"
1.50378333333333,"ruler_glass","ruler",5,44,2751,"ruler","list3"
1.50378333333333,"bowl_metal","bowl",6,44,2638,"bowl","list3"
1.50378333333333,"pot_wood","pot",7,44,6424,"pot","list3"
1.50378333333333,"pitcher_metal","pitcher",8,44,2762,"pitcher","list3"
1.50378333333333,"door_wood","door",9,44,2120,"door","list3"
1.50378333333333,"boots_leather","boots",10,44,2300,"boot","list3"
1.50378333333333,"jacket_canvas","jacket",11,44,2186,"shirt","list3"
1.50378333333333,"spoon_wood","spoon",12,44,2273,"spoon","list3"
1.50378333333333,"chair_wood","chair",13,44,2208,"chair","list3"
1.50378333333333,"ball_fabric","ball",14,44,2935,"ball","list3"
1.50378333333333,"cup_glass","cup",15,44,2780,"glass","list3"
1.50378333333333,"box_canvas","box",16,44,6834,"box","list3"
1.50378333333333,"bag_paper","bag",17,44,2502,"bag","list3"
1.50378333333333,"vase_ceramic","vase",18,44,4016,"vase","list3"
1.50378333333333,"table_metal","table",19,44,4103,"table","list3"
1.8159,"Barbara","bot_check",1,45,0,"Barbara","list4"
1.8159,"ruler_metal","ruler",3,45,3511,"ruler","list4"
1.8159,"chair_plastic","chair",4,45,3399,"chair","list4"
1.8159,"bottle_metal","bottle",5,45,5226,"bottle","list4"
1.8159,"boots_canvas","boots",6,45,3537,"shoe","list4"
1.8159,"pitcher_plastic","pitcher",7,45,3544,"pitcher","list4"
1.8159,"box_leather","box",8,45,5616,"box","list4"
1.8159,"bag_plastic","bag",9,45,4588,"plastic bag","list4"
1.8159,"bowl_wood","bowl",10,45,4804,"wooden bowl","list4"
1.8159,"jacket_canvas","jacket",11,45,4117,"jacket","list4"
1.8159,"spoon_plastic","spoon",12,45,4852,"plastic spoon","list4"
