gameid, time, roundNum, trialType, context,nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocsalt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs
1769-b,1590777828012,1,table,blue,metal,table_metal_blue,target,3,2,table_metal_green,distractor,2,1,table_wood_green,distractor,1,3,table_wood_green,distractor,4
