gameid, time, roundNum, trialType, context,nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocsalt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs
3230-2,1590775291470,1,cup,silver,metal,cup_metal_silver_original,distractor,1,3,cup_metal_silver_original,distractor,2,4,cup_plastic_green,target,4,2,cup_metal_green,distractor,3
3230-2,1590775305142,2,ball,blue,plastic,ball_plastic_blue_original,target,4,3,vase_glass_blue,distractor,2,1,vase_glass_blue,distractor,1,4,door_steel_yellow,distractor,3
3230-2,1590775309900,3,plate,green,plastic,plate_plastic_green,distractor,2,2,plate_paper_blue,target,1,1,plate_plastic_green,distractor,4,4,plate_paper_green,distractor,3
3230-2,1590775316310,4,spoon,blue,metal,spoon_metal_blue,distractor,1,3,spoon_wood_blue,distractor,3,1,spoon_metal_blue,distractor,2,4,spoon_wood_green,target,4
3230-2,1590775328169,5,plate,pink,plastic,plate_plastic_pink,distractor,3,3,plate_paper_blue,target,4,1,plate_plastic_pink,distractor,2,4,plate_plastic_blue_original,distractor,1
3230-2,1590775338429,6,box,brown,cardboard,box_cardboard_brown_original,distractor,4,3,box_cardboard_brown_original,distractor,3,2,vase_wood_brown_original,target,1,1,door_wood_yellow,distractor,2
