gameid, time, roundNum, trialType, extra, clickedObjName, clickedObjCondition, clickedObjTargetStatus, clickedObjSpeakerLocs, clickedObjListenerLocs, alt1Name, alt1Condition, alt1TargetStatus, alt1SpeakerLocs, alt1ListenerLocs, alt2Name, alt2Condition, alt2TargetStatus, alt2SpeakerLocs, alt2ListenerLocs, alt3Name, alt3Condition, alt3TargetStatus, alt3SpeakerLocs, alt3ListenerLocs
0541-f,1592924669765,1,clickedObj,,plate_plastic_blue_original,low_difficulty,target,1,4,plate_paper_green,difficulty_distractor,distractor,3,1,plate_paper_blue,difficulty_distractor,distractor,4,2,plate_paper_green,difficulty_distractor,distractor,2,3
0541-f,1592924695413,2,clickedObj,,ruler_wood_blue,filler_material,target,3,4,box_wood_green,filler,competitor,4,1,vase_glass_clear_original,filler,distractor,1,2,vase_glass_clear_original,filler,distractor,2,3
