"utterance","correct_answer","rt","feature_type","response","correct_color","slide_number_in_experiment","feature","correct_material","object","workerid","Answer.time_in_minutes","label","item","speaker_cond"
"","['yes']",NA,"['color']","[704, 'yes']","['brown']","18","['brown']","['rubber']","",2,4.49393333333333,"boot_rubber_brown","['boot']","list1"
"","['no']",NA,"['material']","[615, 'yes']","['blue']","19","['plastic']","['glass']","",2,4.49393333333333,"pitcher_glass_blue","['pitcher']","list1"
"","['yes']",NA,"['color']","[375, 'no']","['green']","20","['green']","['plastic']","",2,4.49393333333333,"bottle_plastic_green","['bottle']","list1"
"","['yes']",NA,"['color']","[364, 'yes']","['blue']","21","['blue']","['paper']","",2,4.49393333333333,"bag_paper_blue","['bag']","list1"
"","['yes']",NA,"['material']","[598, 'no']","['white']","22","['plastic']","['plastic']","",2,4.49393333333333,"pitcher_plastic_original","['pitcher']","list1"
"","['yes']",NA,"['color']","[393, 'yes']","['green']","23","['green']","['plastic']","",2,4.49393333333333,"cup_plastic_green","['cup']","list1"
"","['no']",NA,"['material']","[481, 'yes']","['silver']","24","['leather']","['metal']","",2,4.49393333333333,"pitcher_metal_original","['pitcher']","list1"
"","['no']",NA,"['color']","[570, 'yes']","['blue']","25","['green']","['plastic']","",2,4.49393333333333,"pitcher_plastic_blue","['pitcher']","list1"
"","['no']",NA,"['color']","[376, 'no']","['purple']","26","['silver']","['metal']","",2,4.49393333333333,"chair_metal_purple","['chair']","list1"
"","['no']",NA,"['color']","[553, 'yes']","['blue']","27","['clear']","['paper']","",2,4.49393333333333,"plate_paper_blue","['plate']","list1"
"","['no']",NA,"['material']","[666, 'no']","['brown']","28","['rubber']","['leather']","",2,4.49393333333333,"boot_leather_brown","['boot']","list1"
"","['yes']",NA,"['material']","[994, 'no']","['silver']","29","['metal']","['metal']","",2,4.49393333333333,"cup_metal_original","['cup']","list1"
"","['yes']",NA,"['material']","[747, 'yes']","['brown']","30","['paper']","['paper']","",2,4.49393333333333,"bag_paper_original","['bag']","list1"
"","['yes']",NA,"['material']","[754, 'yes']","['green']","31","['glass']","['glass']","",2,4.49393333333333,"pitcher_glass_green","['pitcher']","list1"
"","['yes']",NA,"['color']","[593, 'no']","['silver']","32","['silver']","['metal']","",2,4.49393333333333,"chair_metal_original","['chair']","list1"
"","['no']",NA,"['material']","[417, 'yes']","['green']","33","['denim']","['metal']","",2,4.49393333333333,"bowl_metal_green","['bowl']","list1"
"","['yes']",NA,"['color']","[537, 'yes']","['purple']","34","['purple']","['leather']","",2,4.49393333333333,"jacket_leather_purple","['jacket']","list1"
"","['yes']",NA,"['color']","[512, 'yes']","['blue']","35","['blue']","['wood']","",2,4.49393333333333,"box_wood_blue","['box']","list1"
"","['yes']",NA,"['material']","[601, 'yes']","['green']","36","['plastic']","['plastic']","",2,4.49393333333333,"plate_plastic_green","['plate']","list1"
"","['yes']",NA,"['material']","[289, 'yes']","['green']","37","['wood']","['wood']","",2,4.49393333333333,"chair_wood_green","['chair']","list1"
"","['yes']",NA,"['material']","[216, 'yes']","['blue']","38","['plastic']","['plastic']","",2,4.49393333333333,"spoon_plastic_blue","['spoon']","list1"
"","['yes']",NA,"['material']","[219, 'yes']","['green']","39","['metal']","['metal']","",2,4.49393333333333,"pitcher_metal_green","['pitcher']","list1"
"","['yes']",NA,"['material']","[172, 'yes']","['blue']","40","['glass']","['glass']","",2,4.49393333333333,"bowl_glass_blue","['bowl']","list1"
"","['yes']",NA,"['color']","[149, 'yes']","['green']","41","['green']","['glass']","",2,4.49393333333333,"bowl_glass_green","['bowl']","list1"
"","['no']",NA,"['material']","[188, 'yes']","['brown']","42","['plastic']","['wood']","",2,4.49393333333333,"table_wood_original","['table']","list1"
"","['no']",NA,"['color']","[254, 'yes']","['green']","43","['brown']","['wood']","",2,4.49393333333333,"box_wood_green","['box']","list1"
"","['yes']",NA,"['material']","[653, 'yes']","['green']","44","['leather']","['leather']","",2,4.49393333333333,"boot_leather_green","['boot']","list1"
"","['yes']",NA,"['material']","[219, 'yes']","['blue']","45","['cardboard']","['cardboard']","",2,4.49393333333333,"box_cardboard_blue","['box']","list1"
"","['no']",NA,"['material']","[280, 'yes']","['green']","46","['wood']","['plastic']","",2,4.49393333333333,"chair_plastic_green","['chair']","list1"
"","['no']",NA,"['material']","[391, 'no']","['clear']","47","['plastic']","['glass']","",2,4.49393333333333,"bottle_glass_original","['bottle']","list1"
"","['no']",NA,"['color']","[365, 'no']","['blue']","48","['clear']","['plastic']","",2,4.49393333333333,"plate_plastic_original","['plate']","list1"
"","['no']",NA,"['material']","[460, 'no']","['brown']","49","['leather']","['cardboard']","",2,4.49393333333333,"box_cardboard_original","['box']","list1"
"","['yes']",NA,"['material']","[275, 'yes']","['green']","50","['rubber']","['rubber']","",2,4.49393333333333,"boot_rubber_green","['boot']","list1"
"","['no']",NA,"['material']","[277, 'no']","['brown']","51","['plastic']","['wood']","",2,4.49393333333333,"box_wood_original","['box']","list1"
"","['no']",NA,"['color']","[510, 'yes']","['blue']","52","['purple']","['metal']","",2,4.49393333333333,"bowl_metal_blue","['bowl']","list1"
"","['no']",NA,"['color']","[316, 'no']","['clear']","53","['black']","['glass']","",2,4.49393333333333,"pitcher_glass_original","['pitcher']","list1"
"","['no']",NA,"['material']","[299, 'no']","['green']","54","['paper']","['rubber']","",2,4.49393333333333,"boot_rubber_original","['boot']","list1"
"","['no']",NA,"['color']","[316, 'no']","['green']","55","['red']","['cardboard']","",2,4.49393333333333,"box_cardboard_green","['box']","list1"
"","['yes']",NA,"['color']","[311, 'yes']","['purple']","56","['purple']","['wood']","",2,4.49393333333333,"chair_wood_purple","['chair']","list1"
"","['no']",NA,"['material']","[460, 'no']","['blue']","57","['leather']","['metal']","",2,4.49393333333333,"table_metal_blue","['table']","list1"
"","['no']",NA,"['color']","[336, 'no']","['black']","58","['clear']","['leather']","",2,4.49393333333333,"jacket_leather_original","['jacket']","list1"
"","['no']",NA,"['color']","[182, 'no']","['black']","59","['red']","['leather']","",2,4.49393333333333,"boot_leather_original","['boot']","list1"
"","['no']",NA,"['material']","[169, 'no']","['clear']","60","['cardboard']","['glass']","",2,4.49393333333333,"bowl_glass_original","['bowl']","list1"
"","['no']",NA,"['material']","[235, 'no']","['green']","61","['leather']","['metal']","",2,4.49393333333333,"cup_metal_green","['cup']","list1"
"","['yes']",NA,"['material']","[256, 'no']","['pink']","62","['plastic']","['plastic']","",2,4.49393333333333,"plate_plastic_pink","['plate']","list1"
"","['no']",NA,"['material']","[316, 'no']","['green']","63","['denim']","['leather']","",2,4.49393333333333,"jacket_leather_green","['jacket']","list1"
"","['no']",NA,"['color']","[291, 'no']","['green']","64","['pink']","['plastic']","",2,4.49393333333333,"spoon_plastic_green","['spoon']","list1"
"","['yes']",NA,"['material']","[207, 'yes']","['silver']","65","['metal']","['metal']","",2,4.49393333333333,"table_metal_original","['table']","list1"
"","['no']",NA,"['material']","[211, 'yes']","['blue']","66","['leather']","['wood']","",2,4.49393333333333,"table_wood_blue","['table']","list1"
"","['yes']",NA,"['material']","[393, 'yes']","['green']","67","['denim']","['denim']","",2,4.49393333333333,"jacket_denim_green","['jacket']","list1"
"","['no']",NA,"['material']","[277, 'yes']","['blue']","68","['wood']","['plastic']","",2,4.49393333333333,"bag_plastic_blue","['bag']","list1"
"","['no']",NA,"['color']","[214, 'yes']","['white']","69","['brown']","['plastic']","",2,4.49393333333333,"bag_plastic_original","['bag']","list1"
"","['yes']",NA,"['color']","['Late', '']","['blue']","70","['blue']","['plastic']","",2,4.49393333333333,"chair_plastic_original","['chair']","list1"
"","['no']",NA,"['color']","['Late', 'yes']","['clear']","71","['green']","['plastic']","",2,4.49393333333333,"bottle_plastic_original","['bottle']","list1"
"","['yes']",NA,"['color']","[904, 'yes']","['green']","72","['green']","['plastic']","",2,4.49393333333333,"pitcher_plastic_green","['pitcher']","list1"
"","['yes']",NA,"['color']","[820, 'yes']","['green']","73","['green']","['plastic']","",2,4.49393333333333,"bag_plastic_green","['bag']","list1"
"","['yes']",NA,"['color']","[880, 'yes']","['blue']","74","['blue']","['metal']","",2,4.49393333333333,"cup_metal_blue","['cup']","list1"
"","['no']",NA,"['material']","[997, 'yes']","['green']","75","['glass']","['paper']","",2,4.49393333333333,"plate_paper_green","['plate']","list1"
"","['no']",NA,"['material']","[1871, 'yes']","['blue']","76","['paper']","['metal']","",2,4.49393333333333,"spoon_metal_blue","['spoon']","list1"
"","['yes']",NA,"['color']","[1920, 'yes']","['silver']","77","['silver']","['metal']","",2,4.49393333333333,"bowl_metal_original","['bowl']","list1"
"","['yes']",NA,"['material']","[1280, 'no']","['blue']","78","['wood']","['wood']","",2,4.49393333333333,"spoon_wood_blue","['spoon']","list1"
"","['no']",NA,"['color']","[578, 'yes']","['blue']","79","['clear']","['denim']","",2,4.49393333333333,"jacket_denim_original","['jacket']","list1"
"","['yes']",NA,"['material']","[1919, 'yes']","['white']","80","['paper']","['paper']","",2,4.49393333333333,"plate_paper_original","['plate']","list1"
"","['no']",NA,"['material']","[1337, 'no']","['brown']","81","['cardboard']","['wood']","",2,4.49393333333333,"chair_wood_original","['chair']","list1"
"","['no']",NA,"['color']","[1172, 'yes']","['blue']","82","['silver']","['plastic']","",2,4.49393333333333,"cup_plastic_blue","['cup']","list1"
"","['yes']",NA,"['color']","[1304, 'yes']","['green']","83","['green']","['wood']","",2,4.49393333333333,"spoon_wood_green","['spoon']","list1"
"","['yes']",NA,"['color']","[1227, 'yes']","['green']","84","['green']","['glass']","",2,4.49393333333333,"bottle_glass_green","['bottle']","list1"
"","['yes']",NA,"['material']","[1151, 'yes']","['blue']","85","['plastic']","['plastic']","",2,4.49393333333333,"bottle_plastic_blue","['bottle']","list1"
"","['no']",NA,"['color']","[1074, 'yes']","['blue']","86","['silver']","['glass']","",2,4.49393333333333,"bottle_glass_blue","['bottle']","list1"
"","['no']",NA,"['material']","[1493, 'yes']","['white']","87","['denim']","['plastic']","",2,4.49393333333333,"spoon_plastic_original","['spoon']","list1"
"","['no']",NA,"['color']","[1272, 'no']","['purple']","88","['red']","['plastic']","",2,4.49393333333333,"chair_plastic_purple","['chair']","list1"
"","['yes']",NA,"['color']","[977, 'yes']","['green']","89","['green']","['metal']","",2,4.49393333333333,"table_metal_green","['table']","list1"
"","['no']",NA,"['color']","[1677, 'yes']","['brown']","90","['clear']","['wood']","",2,4.49393333333333,"spoon_wood_original","['spoon']","list1"
"bot_check","",0,"","Jennifer","","bot_check","","","Jennifer",3,3.97931666666667,"","","list1"
"","['no']",NA,"['material']","['Late', 'no']","['silver']","practice_trial","['glass']","['metal']","",3,3.97931666666667,"ball_metal_original","['ball']","list1"
"","['yes']",NA,"['color']","[1920, 'yes']","['yellow']","practice_trial","['yellow']","['wood']","",3,3.97931666666667,"door_wood_yellow","['door']","list1"
"","['no']",NA,"['color']","[1104, 'no']","['blue']","practice_trial","['red']","['metal']","",3,3.97931666666667,"ruler_metal_blue","['bag']","list1"
"","['yes']",NA,"['material']","[1856, 'no']","['red']","practice_trial","['plastic']","['plastic']","",3,3.97931666666667,"ball_plastic_red","['ball']","list1"
"","['no']",NA,"['material']","[1536, 'yes']","['blue']","10","['plastic']","['glass']","",3,3.97931666666667,"pitcher_glass_blue","['pitcher']","list1"
"","['no']",NA,"['color']","[1079, 'no']","['clear']","11","['black']","['glass']","",3,3.97931666666667,"pitcher_glass_original","['pitcher']","list1"
"","['no']",NA,"['color']","[1184, 'yes']","['blue']","12","['clear']","['paper']","",3,3.97931666666667,"plate_paper_blue","['plate']","list1"
"","['yes']",NA,"['color']","[880, 'yes']","['blue']","13","['blue']","['plastic']","",3,3.97931666666667,"chair_plastic_original","['chair']","list1"
"","['yes']",NA,"['material']","[1464, 'no']","['silver']","14","['metal']","['metal']","",3,3.97931666666667,"table_metal_original","['table']","list1"
"","['yes']",NA,"['material']","[816, 'yes']","['blue']","15","['plastic']","['plastic']","",3,3.97931666666667,"bottle_plastic_blue","['bottle']","list1"
"","['yes']",NA,"['color']","[936, 'yes']","['purple']","16","['purple']","['wood']","",3,3.97931666666667,"chair_wood_purple","['chair']","list1"
"","['no']",NA,"['material']","[1015, 'no']","['green']","17","['wood']","['plastic']","",3,3.97931666666667,"chair_plastic_green","['chair']","list1"
"","['yes']",NA,"['color']","[1152, 'yes']","['green']","18","['green']","['plastic']","",3,3.97931666666667,"pitcher_plastic_green","['pitcher']","list1"
"","['yes']",NA,"['color']","[912, 'yes']","['blue']","19","['blue']","['metal']","",3,3.97931666666667,"pitcher_metal_blue","['pitcher']","list1"
"","['yes']",NA,"['material']","[648, 'yes']","['green']","20","['plastic']","['plastic']","",3,3.97931666666667,"plate_plastic_green","['plate']","list1"
"","['no']",NA,"['material']","[904, 'no']","['green']","21","['leather']","['metal']","",3,3.97931666666667,"cup_metal_green","['cup']","list1"
"","['no']",NA,"['color']","[1424, 'no']","['black']","22","['clear']","['leather']","",3,3.97931666666667,"jacket_leather_original","['jacket']","list1"
"","['no']",NA,"['color']","['Late', '']","['green']","23","['red']","['cardboard']","",3,3.97931666666667,"box_cardboard_green","['box']","list1"
"","['yes']",NA,"['color']","['Late', '']","['silver']","24","['silver']","['metal']","",3,3.97931666666667,"spoon_metal_original","['spoon']","list1"
"","['no']",NA,"['material']","[1008, 'no']","['brown']","25","['leather']","['cardboard']","",3,3.97931666666667,"box_cardboard_original","['box']","list1"
"","['yes']",NA,"['color']","[1304, 'yes']","['green']","26","['green']","['metal']","",3,3.97931666666667,"table_metal_green","['table']","list1"
"","['yes']",NA,"['color']","[864, 'yes']","['blue']","27","['blue']","['paper']","",3,3.97931666666667,"bag_paper_blue","['bag']","list1"
"","['yes']",NA,"['material']","['Late', 'yes']","['green']","28","['denim']","['denim']","",3,3.97931666666667,"jacket_denim_green","['jacket']","list1"
"","['yes']",NA,"['material']","[840, 'yes']","['green']","29","['glass']","['glass']","",3,3.97931666666667,"pitcher_glass_green","['pitcher']","list1"
"","['yes']",NA,"['material']","[1144, 'yes']","['blue']","30","['cardboard']","['cardboard']","",3,3.97931666666667,"box_cardboard_blue","['box']","list1"
"","['yes']",NA,"['material']","[848, 'yes']","['white']","31","['paper']","['paper']","",3,3.97931666666667,"plate_paper_original","['plate']","list1"
"","['no']",NA,"['material']","[968, 'no']","['blue']","32","['leather']","['metal']","",3,3.97931666666667,"table_metal_blue","['table']","list1"
"","['no']",NA,"['color']","[1120, 'no']","['blue']","33","['clear']","['denim']","",3,3.97931666666667,"jacket_denim_original","['jacket']","list1"
"","['no']",NA,"['material']","[1712, 'no']","['green']","34","['glass']","['paper']","",3,3.97931666666667,"plate_paper_green","['plate']","list1"
"","['yes']",NA,"['material']","[1848, 'yes']","['green']","35","['metal']","['metal']","",3,3.97931666666667,"pitcher_metal_green","['pitcher']","list1"
"","['no']",NA,"['material']","[1096, 'no']","['blue']","36","['wood']","['plastic']","",3,3.97931666666667,"bag_plastic_blue","['bag']","list1"
"","['no']",NA,"['color']","[1544, 'no']","['clear']","37","['green']","['plastic']","",3,3.97931666666667,"bottle_plastic_original","['bottle']","list1"
"","['no']",NA,"['color']","[1704, 'no']","['white']","38","['brown']","['plastic']","",3,3.97931666666667,"bag_plastic_original","['bag']","list1"
"","['yes']",NA,"['material']","['Late', '']","['pink']","39","['plastic']","['plastic']","",3,3.97931666666667,"plate_plastic_pink","['plate']","list1"
"","['yes']",NA,"['color']","[832, 'yes']","['purple']","40","['purple']","['denim']","",3,3.97931666666667,"jacket_denim_purple","['jacket']","list1"
"","['no']",NA,"['material']","[1400, 'no']","['blue']","41","['leather']","['wood']","",3,3.97931666666667,"table_wood_blue","['table']","list1"
"","['yes']",NA,"['color']","[896, 'yes']","['green']","42","['green']","['plastic']","",3,3.97931666666667,"bottle_plastic_green","['bottle']","list1"
"","['no']",NA,"['material']","[824, 'no']","['clear']","43","['metal']","['plastic']","",3,3.97931666666667,"cup_plastic_original","['cup']","list1"
"","['no']",NA,"['color']","[1144, 'no']","['blue']","44","['clear']","['plastic']","",3,3.97931666666667,"plate_plastic_original","['plate']","list1"
"","['no']",NA,"['color']","[1104, 'no']","['black']","45","['red']","['leather']","",3,3.97931666666667,"boot_leather_original","['boot']","list1"
"","['yes']",NA,"['material']","[1232, 'no']","['green']","46","['metal']","['metal']","",3,3.97931666666667,"chair_metal_green","['chair']","list1"
"","['no']",NA,"['material']","[712, 'yes']","['clear']","47","['plastic']","['glass']","",3,3.97931666666667,"bottle_glass_original","['bottle']","list1"
