"Answer.time_in_minutes","utterance","response","workerid","slide_number_in_experiment","rt","object","speaker_cond"
4.88136666666667,"spoon","[0.97]",44,13,7001,"spoon_plastic_blue","list3"
4.88136666666667,"bowl","[0.97]",44,14,4516,"bowl_metal_original","list3"
4.88136666666667,"spoon","[0.21]",44,15,8003,"spoon_metal_green","list3"
4.88136666666667,"table","[0.98]",44,16,4270,"table_metal_green","list3"
4.88136666666667,"boot","[0.97]",44,17,4241,"boot_leather_green","list3"
4.88136666666667,"bag","[0.96]",44,18,7617,"bag_plastic_green","list3"
4.88136666666667,"plate","[0.97]",44,19,4051,"plate_plastic_pink","list3"
4.88136666666667,"pitcher","[0.97]",44,20,6078,"pitcher_metal_original","list3"
4.88136666666667,"pitcher","[0.97]",44,21,3953,"pitcher_plastic_green","list3"
4.88136666666667,"box","[0.84]",44,22,9278,"box_wood_blue","list3"
4.88136666666667,"pitcher","[0.98]",44,23,5729,"pitcher_glass_blue","list3"
4.88136666666667,"table","[0.98]",44,24,4504,"table_wood_blue","list3"
4.88136666666667,"chair","[0.98]",44,25,4174,"chair_metal_purple","list3"
4.88136666666667,"plate","[0.99]",44,26,5096,"plate_paper_blue","list3"
4.88136666666667,"box","[0.98]",44,27,3955,"box_cardboard_green","list3"
4.88136666666667,"jacket","[0.97]",44,28,5457,"jacket_denim_green","list3"
4.88136666666667,"chair","[0.97]",44,29,8717,"chair_wood_green","list3"
