workerid,proliferate.condition,time_in_minutes,error
1119,list6,2.2087333333333334,
1118,list2,2.7931166666666667,
1117,list3,2.8265666666666664,
1116,list4,2.3014666666666668,
1115,list5,3.7724333333333337,
1114,list7,2.6606,
1113,list8,2.4215166666666668,
1112,list1,3.553916666666667,
