gameid,time,roundNum,sender,contents
0856-5,1592921919374,1,listener,"tell me"
0856-5,1592921920748,1,speaker,"bowl"
0856-5,1592921937213,2,listener,"tell me"
0856-5,1592921941747,2,speaker,"green color "
0856-5,1592921950986,3,listener,"now"
0856-5,1592921952134,3,speaker,"white top"
0856-5,1592921961520,4,speaker,"red"
0856-5,1592921971012,5,speaker,"ruler"
0856-5,1592921977748,6,speaker,"blue"
0856-5,1592921984998,7,speaker,"longest"
0856-5,1592921998531,8,speaker,"bown"
0856-5,1592922002072,8,speaker,"brown"
0856-5,1592922018713,9,speaker,"green with wire top"
0856-5,1592922034021,10,speaker,"green plastic"
0856-5,1592922041586,11,speaker,"blue"
0856-5,1592922047748,12,speaker,"ball"
0856-5,1592922052922,13,speaker,"ruler"
0856-5,1592922059838,14,speaker,"green"
0856-5,1592922070326,15,speaker,"lightest blue"
0856-5,1592922079383,16,speaker,"longest blue"
0856-5,1592922085894,17,speaker,"bag"
0856-5,1592922092591,18,speaker,"bag"
0856-5,1592922101461,19,speaker,"ball"
0856-5,1592922110750,20,speaker,"blue metal"
0856-5,1592922124326,21,speaker,"box"
0856-5,1592922133562,22,speaker,"dark blue"
0856-5,1592922141149,23,speaker,"green bowl"
0856-5,1592922147960,24,speaker,"longest green"
0856-5,1592922161112,25,speaker,"longest brown"
0856-5,1592922171671,26,speaker,"green"
0856-5,1592922180203,27,speaker,"blue"
0856-5,1592922189425,28,speaker,"ball"
0856-5,1592922202106,29,speaker,"bowl"
0856-5,1592922213586,30,speaker,"box"
0856-5,1592922230896,31,speaker,"purple jean"
0856-5,1592922238723,32,speaker,"door"
