gameid,time,roundNum,sender,contents
6262-3,1592426933310,1,speaker,"a blue bag"
6262-3,1592426950898,2,speaker,"a green table"
6262-3,1592426959342,3,speaker,"a door"
6262-3,1592426968889,4,speaker,"a blue paper plate"
6262-3,1592426975409,5,speaker,"a box"
6262-3,1592426988057,6,speaker,"a green bottle that looks glass"
6262-3,1592426998016,7,speaker,"a ruler"
6262-3,1592427008673,8,speaker,"a blue plastic plate"
6262-3,1592427022578,9,speaker,"a gray ball"
6262-3,1592427029584,10,speaker,"ruler"
6262-3,1592427036321,11,speaker,"bowl"
6262-3,1592427044561,12,speaker,"bowl"
6262-3,1592427050660,13,speaker,"ball"
6262-3,1592427057329,14,speaker,"paper cup"
6262-3,1592427069779,15,speaker,"door"
6262-3,1592427075637,16,speaker,"bag"
6262-3,1592427083944,17,speaker,"green chair"
6262-3,1592427091525,18,speaker,"gray table"
6262-3,1592427098129,19,speaker,"ball"
6262-3,1592427103931,20,speaker,"vase"
6262-3,1592427110569,21,speaker,"green boot"
6262-3,1592427116383,22,speaker,"bowl"
6262-3,1592427127111,23,speaker,"blue glass pitcher"
6262-3,1592427136551,24,speaker,"green spoon"
6262-3,1592427143291,25,speaker,"blue table"
6262-3,1592427148799,26,speaker,"purple chair"
6262-3,1592427156630,27,speaker,"chest"
6262-3,1592427167110,28,speaker,"blue long table"
6262-3,1592427177218,29,speaker,"vase"
6262-3,1592427189171,30,speaker,"purple jean jacket"
6262-3,1592427201450,31,speaker,"light blue paper plate"
6262-3,1592427214429,32,speaker,"green plastic bottle - looks like sprite"
