gameid,time,roundNum,sender,contents
7475-f,1592422008043,1,listener,"elisa?"
7475-f,1592422009534,1,speaker,"blue plate"
7475-f,1592422014154,1,speaker,"yes :)"
7475-f,1592422016830,1,listener,"OMG"
7475-f,1592422017722,1,listener,"YES"
7475-f,1592422019097,1,speaker,"like dark blue"
7475-f,1592422023661,2,listener,"we don't have to play "
7475-f,1592422024273,2,listener,"hehe"
7475-f,1592422026872,2,speaker,"light blue bowl"
7475-f,1592422028524,2,listener,"thank you so much!!!!!!!!"
7475-f,1592422032197,3,speaker,"I wanna play"
7475-f,1592422033456,3,speaker,":D"
7475-f,1592422038812,3,speaker,"light green box"
7475-f,1592422042015,3,listener,"oki yes would love feedback:)"
7475-f,1592422048134,4,speaker,"vase"
7475-f,1592422055391,5,speaker,"ruler"
7475-f,1592422079595,6,speaker,"bowl -- is it on purpose that there are two objects of the same color and type?"
7475-f,1592422098751,6,listener,"yes - there always two that are exactly the same"
7475-f,1592422113503,7,listener,"the non competitive distractors to create controlled scene variation"
7475-f,1592422122945,7,speaker,"purple chair"
7475-f,1592422125653,7,speaker,"interesting."
7475-f,1592422153046,8,speaker,"Might be a little weird since I can't uniquely refer to them and therefore they can never be the target.~~~~~~"
7475-f,1592422157412,8,speaker,"blue plate"
7475-f,1592422179039,9,speaker,"blue table"
7475-f,1592422204892,10,speaker,"metal table"
7475-f,1592422211692,11,speaker,"green chair"
7475-f,1592422222556,12,speaker,"green table"
7475-f,1592422228243,13,speaker,"ruler"
7475-f,1592422232588,14,speaker,"ball"
7475-f,1592422238395,15,speaker,"door"
7475-f,1592422242717,16,speaker,"ball"
7475-f,1592422254479,17,speaker,"plastic bottle"
7475-f,1592422260691,18,speaker,"vase"
7475-f,1592422269205,19,speaker,"purple jacket"
7475-f,1592422276286,20,speaker,"light blue plate"
7475-f,1592422282455,21,speaker,"green shoe"
7475-f,1592422290906,22,speaker,"blue long table"
7475-f,1592422305232,23,speaker,"green plastic cup"
7475-f,1592422311903,24,speaker,"green spoon"
7475-f,1592422318764,25,speaker,"blue metal can"
7475-f,1592422326774,26,speaker,"love the game :)"
7475-f,1592422332098,26,speaker,"wooden blue box"
7475-f,1592422334295,26,listener,"haha thank you! tiots funn"
7475-f,1592422341186,27,speaker,"green bag"
7475-f,1592422346968,28,speaker,"blue bag"
7475-f,1592422362813,29,speaker,"green ball -- is it a ball? It's hard to recognize"
7475-f,1592422368517,29,listener,"yep it's a filler"
7475-f,1592422375985,29,listener,"with objects that were too confusing"
7475-f,1592422376167,29,speaker,"got it"
7475-f,1592422381087,30,speaker,"door"
7475-f,1592422392051,30,speaker,"dooooooor"
7475-f,1592422397374,31,speaker,"doooooooooooooooooor"
7475-f,1592422398723,31,speaker,":D"
7475-f,1592422400875,31,listener,":D"
7475-f,1592422402924,31,speaker,"glass bottle"
7475-f,1592422409383,32,listener,"lastttt"
7475-f,1592422410522,32,speaker,"glass bowl"
7475-f,1592422412732,32,speaker,":D"
