gameid,time,roundNum,sender,contents
2537-f,1592943347234,1,listener,"hello"
2537-f,1592943375959,1,listener,"which object is the target object"
2537-f,1592943397593,2,speaker,"door"
2537-f,1592943414166,3,speaker,"silver rectangular table"
2537-f,1592943428666,4,speaker,"glass bowl"
2537-f,1592943443111,5,speaker,"darker blue plate"
2537-f,1592943466840,6,speaker,"green plastic soda bottle"
2537-f,1592943487246,7,speaker,"blue rectangular table"
2537-f,1592943499797,8,speaker,"blue vase"
2537-f,1592943511866,9,speaker,"green box"
2537-f,1592943523548,10,speaker,"blue box"
2537-f,1592943535652,11,speaker,"blue rectangular table"
2537-f,1592943545219,12,speaker,"blue ruler"
2537-f,1592943555043,13,speaker,"glass bowl"
2537-f,1592943578181,14,speaker,"blue steel pitcher"
2537-f,1592943603304,15,speaker,"darker green glass bottle"
2537-f,1592943617336,16,speaker,"blue plate"
2537-f,1592943625348,17,speaker,"red door"
2537-f,1592943634201,18,speaker,"silver ball"
2537-f,1592943644876,19,speaker,"blue ball"
2537-f,1592943658573,20,speaker,"green spoon"
2537-f,1592943668418,21,speaker,"green ruler"
2537-f,1592943689592,22,speaker,"purple jean jacket"
2537-f,1592943711189,23,speaker,"green plastic solo cup"
2537-f,1592943722876,24,speaker,"green chair"
2537-f,1592943732050,25,speaker,"purple chair"
2537-f,1592943743330,26,speaker,"lighter blue plate"
2537-f,1592943754005,27,speaker,"green ball"
2537-f,1592943764457,28,speaker,"blue bag"
2537-f,1592943777827,29,speaker,"silver bowl"
2537-f,1592943787402,30,speaker,"green table"
2537-f,1592943797624,31,speaker,"green bag"
2537-f,1592943809309,32,speaker,"wooden vase"
