gameid,time,roundNum,sender,contents
5339-5,1589491219239,1,speaker,"green chair"
5339-5,1589491224526,2,speaker,"blue table"
5339-5,1589491230586,3,speaker,"blue plate"
5339-5,1589491240817,4,speaker,"glass bottle"
5339-5,1589491248769,5,speaker,"gray metal table"
5339-5,1589491255429,6,speaker,"green table"
5339-5,1589491261012,7,speaker,"purple chair"
5339-5,1589491266944,8,speaker,"green boot"
5339-5,1589491274983,9,speaker,"blue plastic plate"
5339-5,1589491283672,10,speaker,"green plastic cup"
5339-5,1589491291798,11,speaker,"purple denim jacket"
5339-5,1589491300167,12,speaker,"metal table"
5339-5,1589491308197,13,speaker,"metal pitcher"
5339-5,1589491318170,14,speaker,"green spoon"
