gameid	 time	 roundNum	 trialType	 extra	 clickedObjName	 clickedObjCondition	 clickedObjTargetStatus	 clickedObjSpeakerLocs	 clickedObjListenerLocs	 alt1Name	 alt1Condition	 alt1TargetStatus	 alt1SpeakerLocs	 alt1ListenerLocs	 alt2Name	 alt2Condition	 alt2TargetStatus	 alt2SpeakerLocs	 alt2ListenerLocs	 alt3Name	 alt3Condition	 alt3TargetStatus	 alt3SpeakerLocs	 alt3ListenerLocs	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps
6915-5	1592922495729	32	clickedObj		ball_metal_green	filler_none	target	1	1	vase_glass_clear_original	filler	distractor	4	2	bag_paper_brown_original	filler	competitor	2	3	vase_glass_clear_original	filler	distractor	3	4	1	1	0	ball		1592922493727
0541-f	1592924669765	1	clickedObj		plate_plastic_blue_original	low_difficulty	target	1	4	plate_paper_green	difficulty_distractor	distractor	3	1	plate_paper_blue	difficulty_distractor	distractor	4	2	plate_paper_green	difficulty_distractor	distractor	2	3	1	1	0	blue plate and it is darkly colored		1592924654452
0541-f	1592924695413	2	clickedObj		ruler_wood_blue	filler_material	target	3	4	box_wood_green	filler	competitor	4	1	vase_glass_clear_original	filler	distractor	1	2	vase_glass_clear_original	filler	distractor	2	3	1	1	0	Blue scale		1592924692873
6832-2	1592922138339	1	clickedObj		ruler_wood_blue	filler_material	target	4	2	bowl_glass_clear_original	filler	distractor	2	4	door_wood_red	filler	competitor	1	1	bowl_glass_clear_original	filler	distractor	3	3	1	1	0	ruler		1592922136832
6832-2	1592922147587	2	clickedObj		vase_wood_brown_original	filler_material	target	3	4	door_wood_red	filler	competitor	4	2	bowl_metal_green	filler	distractor	1	3	bowl_metal_green	filler	distractor	2	1	1	1	0	vase		1592922146166
6832-2	1592922156847	3	clickedObj		door_wood_brown_original	filler_color	target	1	3	box_cardboard_brown_original	filler	competitor	2	1	bag_plastic_white_original	filler	distractor	3	2	bag_plastic_white_original	filler	distractor	4	4	1	1	0	door		1592922155506
6832-2	1592922173710	4	clickedObj		pitcher_metal_blue	low_difficulty	target	1	1	pitcher_plastic_white_original	difficulty_distractor	distractor	3	2	pitcher_plastic_blue	difficulty_distractor	distractor	4	3	pitcher_plastic_white_original	difficulty_distractor	distractor	2	4	1	1	0	glass pitcher		1592922168383
6832-2	1592922179374	5	clickedObj		ball_plastic_blue_original	filler_none	target	1	2	vase_glass_green	filler	competitor	2	4	box_wood_brown_original	filler	distractor	3	3	box_wood_brown_original	filler	distractor	4	1	1	1	0	ball		1592922178448
6832-2	1592922190890	6	clickedObj		jacket_denim_purple	low_difficulty	target	2	3	jacket_leather_black_original	difficulty_distractor	distractor	3	4	jacket_leather_purple	difficulty_distractor	distractor	1	2	jacket_leather_black_original	difficulty_distractor	distractor	4	1	1	1	0	jean jacket		1592922189822
6832-2	1592922196282	7	clickedObj		ball_metal_green	filler_none	target	3	1	box_cardboard_brown_original	filler	distractor	1	3	box_cardboard_brown_original	filler	distractor	2	2	bag_paper_blue	filler	competitor	4	4	1	1	0	ball		1592922195255
6832-2	1592922206930	8	clickedObj		plate_paper_blue	low_difficulty	target	1	3	plate_plastic_green	difficulty_distractor	distractor	4	2	plate_plastic_green	difficulty_distractor	distractor	2	1	plate_plastic_blue_original	difficulty_distractor	distractor	3	4	1	1	0	paper plate		1592922204894
6832-2	1592922215754	9	clickedObj		table_metal_blue	low_difficulty	target	3	1	table_wood_green	difficulty_distractor	distractor	1	3	table_wood_green	difficulty_distractor	distractor	2	4	table_wood_blue	difficulty_distractor	distractor	4	2	1	1	0	long table		1592922213758
6832-2	1592922230785	10	clickedObj		cup_plastic_green	low_difficulty	target	1	3	cup_metal_silver_original	difficulty_distractor	distractor	4	1	cup_metal_silver_original	difficulty_distractor	distractor	3	4	cup_metal_green	difficulty_distractor	distractor	2	2	1	1	0	cup		1592922228687
6832-2	1592922239397	11	clickedObj		table_metal_blue	high_difficulty	target	4	1	table_wood_green	difficulty_distractor	distractor	1	4	table_wood_green	difficulty_distractor	distractor	2	3	table_metal_green	difficulty_distractor	distractor	3	2	1	1	0	long blue		1592922238104
6832-2	1592922247255	12	clickedObj		bag_plastic_blue	filler_color	target	3	3	ruler_metal_blue	filler	competitor	1	2	box_wood_brown_original	filler	distractor	2	1	box_wood_brown_original	filler	distractor	4	4	1	1	0	bag		1592922245513
6832-2	1592922257927	13	clickedObj		bottle_glass_green	low_difficulty	target	3	3	bottle_plastic_clear_original	difficulty_distractor	distractor	1	2	bottle_plastic_green	difficulty_distractor	distractor	2	1	bottle_plastic_clear_original	difficulty_distractor	distractor	4	4	1	1	0	glass bottl.e		1592922256851
6832-2	1592922264097	14	clickedObj		ball_metal_silver_original	filler_both	target	2	4	vase_wood_green	filler	distractor	1	3	ruler_metal_silver_original	filler	competitor	3	1	vase_wood_green	filler	distractor	4	2	1	1	0	ball		1592922261731
6832-2	1592922269137	15	clickedObj		bowl_metal_blue	filler_both	target	4	4	ruler_metal_blue	filler	competitor	2	3	door_wood_yellow	filler	distractor	3	1	door_wood_yellow	filler	distractor	1	2	1	1	0	bowl		1592922268108
6832-2	1592922274650	16	clickedObj		box_cardboard_green	filler_none	target	4	4	ruler_wood_brown_original	filler	competitor	1	3	door_steel_yellow	filler	distractor	2	2	door_steel_yellow	filler	distractor	3	1	1	1	0	box		1592922273469
6832-2	1592922279714	17	clickedObj		ruler_metal_green	filler_both	target	1	2	door_steel_silver_original	filler	distractor	3	1	door_steel_silver_original	filler	distractor	4	4	bowl_metal_green	filler	competitor	2	3	1	1	0	RULER		1592922278582
6832-2	1592922284611	18	clickedObj		bowl_glass_blue	filler_both	target	3	3	vase_glass_blue	filler	competitor	2	1	door_wood_yellow	filler	distractor	1	4	door_wood_yellow	filler	distractor	4	2	1	1	0	bowl		1592922283718
6832-2	1592922292420	19	clickedObj		table_metal_silver_original	high_difficulty	target	2	2	table_metal_blue	difficulty_distractor	distractor	1	4	table_wood_blue	difficulty_distractor	distractor	3	1	table_wood_blue	difficulty_distractor	distractor	4	3	1	1	0	grey		1592922291670
6832-2	1592922297708	20	clickedObj		boot_leather_green	high_difficulty	target	2	4	boot_rubber_brown	difficulty_distractor	distractor	3	1	boot_leather_brown	difficulty_distractor	distractor	4	3	boot_rubber_brown	difficulty_distractor	distractor	1	2	1	1	0	green		1592922296513
6832-2	1592922303143	21	clickedObj		table_metal_green	high_difficulty	target	1	4	table_metal_blue	difficulty_distractor	distractor	2	2	table_wood_blue	difficulty_distractor	distractor	4	1	table_wood_blue	difficulty_distractor	distractor	3	3	1	1	0	green		1592922302136
6832-2	1592922319072	22	clickedObj		plate_plastic_blue_original	low_difficulty	target	1	4	plate_paper_green	difficulty_distractor	distractor	4	1	plate_paper_blue	difficulty_distractor	distractor	2	3	plate_paper_green	difficulty_distractor	distractor	3	2	1	1	0	blue plastic plate		1592922316613
6832-2	1592922326480	23	clickedObj		spoon_wood_green	high_difficulty	target	3	4	spoon_plastic_blue	difficulty_distractor	distractor	2	2	spoon_wood_blue	difficulty_distractor	distractor	4	3	spoon_plastic_blue	difficulty_distractor	distractor	1	1	1	1	0	green		1592922325675
6832-2	1592922331385	24	clickedObj		bowl_glass_green	filler_material	target	2	4	door_steel_yellow	filler	distractor	1	1	vase_glass_blue	filler	competitor	3	3	door_steel_yellow	filler	distractor	4	2	1	1	0	bowl		1592922330252
6832-2	1592922336793	25	clickedObj		plate_paper_blue	high_difficulty	target	3	3	plate_plastic_green	difficulty_distractor	distractor	2	2	plate_plastic_green	difficulty_distractor	distractor	1	4	plate_paper_green	difficulty_distractor	distractor	4	1	1	1	0	blue		1592922335691
6832-2	1592922341987	26	clickedObj		chair_metal_purple	high_difficulty	target	4	3	chair_metal_green	difficulty_distractor	distractor	2	1	chair_plastic_green	difficulty_distractor	distractor	3	2	chair_plastic_green	difficulty_distractor	distractor	1	4	1	1	0	purple		1592922341197
6832-2	1592922347947	27	clickedObj		box_wood_blue	filler_color	target	1	2	bag_paper_brown_original	filler	distractor	4	1	ruler_metal_blue	filler	competitor	2	4	bag_paper_brown_original	filler	distractor	3	3	1	1	0	box		1592922346671
6832-2	1592922352515	28	clickedObj		door_steel_red	filler_none	target	3	2	box_wood_brown_original	filler	competitor	1	3	bowl_glass_clear_original	filler	distractor	2	4	bowl_glass_clear_original	filler	distractor	4	1	1	1	0	door		1592922351591
6832-2	1592922371615	29	clickedObj		bottle_plastic_green	low_difficulty	target	3	2	bottle_glass_blue	difficulty_distractor	distractor	4	3	bottle_glass_blue	difficulty_distractor	distractor	1	1	bottle_glass_green	difficulty_distractor	distractor	2	4	1	1	0	bottle with screw top		1592922369144
6832-2	1592922376991	30	clickedObj		chair_metal_green	high_difficulty	target	2	3	chair_wood_purple	difficulty_distractor	distractor	4	4	chair_metal_purple	difficulty_distractor	distractor	3	2	chair_wood_purple	difficulty_distractor	distractor	1	1	1	1	0	green		1592922376178
6832-2	1592922382647	31	clickedObj		vase_wood_blue	filler_material	target	2	2	ruler_wood_brown_original	filler	competitor	3	3	door_steel_silver_original	filler	distractor	1	1	door_steel_silver_original	filler	distractor	4	4	1	1	0	vase		1592922381771
6832-2	1592922387920	32	clickedObj		bag_plastic_green	filler_color	target	3	1	ball_metal_red	filler	distractor	1	4	ball_metal_red	filler	distractor	4	2	vase_wood_green	filler	competitor	2	3	1	1	0	bag		1592922386861
7475-6	1592936116578	1	clickedObj		table_metal_silver_original	high_difficulty	target	3	3	table_wood_blue	difficulty_distractor	distractor	2	2	table_metal_blue	difficulty_distractor	distractor	1	1	table_wood_blue	difficulty_distractor	distractor	4	4	2	1	1	it is very length and it is in gray color	hello?	1592936109463___1592936112967
7475-6	1592936133367	2	clickedObj		vase_wood_blue	filler_material	target	3	2	ball_plastic_green	filler	distractor	4	1	box_wood_brown_original	filler	competitor	2	3	ball_plastic_green	filler	distractor	1	4	1	1	0	it is blue in color 		1592936131048
7475-6	1592936206226	3	clickedObj		bag_plastic_green	filler_color	target	1	4	vase_glass_blue	filler	distractor	4	2	vase_glass_blue	filler	distractor	3	1	bowl_metal_green	filler	competitor	2	3	5	3	2	covor___cover ___green plastic bag	can you clarify?  that's not even a word___there are no covers - there are 2 clear vases, a green bowl and a green plastic bag	1592936146879___1592936158626___1592936170348___1592936190315___1592936203974
7475-6	1592936253870	4	clickedObj		bottle_glass_green	low_difficulty	target	3	2	bottle_plastic_green	difficulty_distractor	distractor	4	4	bottle_plastic_clear_original	difficulty_distractor	distractor	1	3	bottle_plastic_clear_original	difficulty_distractor	distractor	2	1	1	1	0	green blot water bottle looks like glass		1592936250294
7475-6	1592936264948	5	clickedObj		door_wood_brown_original	filler_color	target	3	2	vase_glass_clear_original	filler	distractor	4	4	bag_paper_brown_original	filler	competitor	1	1	vase_glass_clear_original	filler	distractor	2	3	1	1	0	brown door		1592936263093
7475-6	1592936276599	6	clickedObj		ball_plastic_blue_original	filler_none	target	3	3	door_steel_silver_original	filler	distractor	2	4	bag_paper_brown_original	filler	competitor	1	2	door_steel_silver_original	filler	distractor	4	1	1	1	0	blue oval		1592936273966
7475-6	1592936289126	7	clickedObj		plate_paper_blue	low_difficulty	target	3	4	plate_plastic_blue_original	difficulty_distractor	distractor	2	2	plate_plastic_pink	difficulty_distractor	distractor	1	3	plate_plastic_pink	difficulty_distractor	distractor	4	1	1	1	0	sky blue plate		1592936287146
7475-6	1592936304365	8	clickedObj		bowl_glass_green	filler_material	target	3	2	bag_plastic_white_original	filler	distractor	1	3	vase_glass_clear_original	filler	competitor	2	4	bag_plastic_white_original	filler	distractor	4	1	1	1	0	green glass mug		1592936300854
7475-6	1592936313337	9	clickedObj		chair_metal_green	high_difficulty	target	2	3	chair_wood_purple	difficulty_distractor	distractor	1	4	chair_metal_purple	difficulty_distractor	distractor	4	1	chair_wood_purple	difficulty_distractor	distractor	3	2	1	1	0	green chair		1592936311606
7475-6	1592936328026	10	clickedObj		bowl_metal_blue	filler_both	target	3	3	ruler_metal_blue	filler	competitor	1	1	box_cardboard_brown_original	filler	distractor	4	4	box_cardboard_brown_original	filler	distractor	2	2	1	1	0	blue vessel		1592936325422
7475-6	1592936337844	11	clickedObj		bowl_glass_blue	filler_both	target	4	1	vase_glass_blue	filler	competitor	1	3	door_wood_yellow	filler	distractor	3	2	door_wood_yellow	filler	distractor	2	4	1	1	0	bowl		1592936336090
7475-6	1592936345524	12	clickedObj		vase_wood_brown_original	filler_material	target	1	1	box_cardboard_blue	filler	distractor	4	2	box_cardboard_blue	filler	distractor	3	3	door_wood_yellow	filler	competitor	2	4	1	1	0	pot		1592936343718
7475-6	1592936356177	13	clickedObj		bag_plastic_blue	filler_color	target	3	2	box_cardboard_brown_original	filler	distractor	2	1	box_cardboard_brown_original	filler	distractor	1	3	ruler_metal_blue	filler	competitor	4	4	1	1	0	palstic bag		1592936354790
7475-6	1592936371413	14	clickedObj		box_wood_blue	filler_color	target	1	4	bag_paper_blue	filler	competitor	3	2	vase_glass_green	filler	distractor	2	1	vase_glass_green	filler	distractor	4	3	1	1	0	suitcase		1592936366901
7475-6	1592936386400	15	clickedObj		table_metal_green	high_difficulty	target	2	2	table_metal_blue	difficulty_distractor	distractor	1	3	table_wood_blue	difficulty_distractor	distractor	4	1	table_wood_blue	difficulty_distractor	distractor	3	4	1	1	0	green table		1592936384639
7475-6	1592936395072	16	clickedObj		plate_paper_blue	high_difficulty	target	1	3	plate_plastic_green	difficulty_distractor	distractor	4	1	plate_paper_green	difficulty_distractor	distractor	2	2	plate_plastic_green	difficulty_distractor	distractor	3	4	1	1	0	blue plate		1592936393518
7475-6	1592936410087	17	clickedObj		ruler_metal_green	filler_both	target	2	4	door_steel_yellow	filler	distractor	3	1	door_steel_yellow	filler	distractor	4	3	bowl_metal_green	filler	competitor	1	2	1	1	0	scale		1592936406259
7475-6	1592936419117	18	clickedObj		spoon_wood_green	high_difficulty	target	2	1	spoon_metal_blue	difficulty_distractor	distractor	3	4	spoon_metal_blue	difficulty_distractor	distractor	4	3	spoon_wood_blue	difficulty_distractor	distractor	1	2	1	1	0	green spoon		1592936417546
7475-6	1592936435762	19	clickedObj		pitcher_metal_blue	low_difficulty	target	3	4	pitcher_glass_clear_original	difficulty_distractor	distractor	1	1	pitcher_glass_blue	difficulty_distractor	distractor	4	2	pitcher_glass_clear_original	difficulty_distractor	distractor	2	3	1	1	0	dark blue jug		1592936433692
7475-6	1592936451613	20	clickedObj		ball_metal_silver_original	filler_both	target	1	3	door_steel_yellow	filler	distractor	4	1	bowl_metal_silver_original	filler	competitor	2	4	door_steel_yellow	filler	distractor	3	2	1	1	0	round shape 		1592936449466
7475-6	1592936466996	21	clickedObj		table_metal_blue	low_difficulty	target	1	1	table_wood_brown_original	difficulty_distractor	distractor	2	2	table_wood_blue	difficulty_distractor	distractor	3	4	table_wood_brown_original	difficulty_distractor	distractor	4	3	1	1	0	blue length table		1592936464742
7475-6	1592936475549	22	clickedObj		ruler_wood_blue	filler_material	target	3	3	door_steel_silver_original	filler	distractor	1	2	box_wood_brown_original	filler	competitor	2	1	door_steel_silver_original	filler	distractor	4	4	1	1	0	scale		1592936473726
7475-6	1592936486156	23	clickedObj		ball_metal_green	filler_none	target	3	4	bag_paper_blue	filler	distractor	4	2	bag_paper_blue	filler	distractor	1	3	door_steel_silver_original	filler	competitor	2	1	1	1	0	green round		1592936484629
7475-6	1592936501569	24	clickedObj		bottle_plastic_green	low_difficulty	target	2	4	bottle_glass_blue	difficulty_distractor	distractor	3	2	bottle_glass_blue	difficulty_distractor	distractor	1	3	bottle_glass_green	difficulty_distractor	distractor	4	1	1	1	0	green plastic water bottle		1592936499555
7475-6	1592936509630	25	clickedObj		box_cardboard_green	filler_none	target	2	4	vase_glass_blue	filler	distractor	3	1	door_wood_red	filler	competitor	4	2	vase_glass_blue	filler	distractor	1	3	1	1	0	green box		1592936508334
7475-6	1592936518045	26	clickedObj		table_metal_blue	high_difficulty	target	2	3	table_wood_green	difficulty_distractor	distractor	3	2	table_metal_green	difficulty_distractor	distractor	1	4	table_wood_green	difficulty_distractor	distractor	4	1	1	1	0	blue table		1592936516509
7475-6	1592936536490	27	clickedObj		cup_plastic_green	low_difficulty	target	4	1	cup_metal_green	difficulty_distractor	distractor	2	3	cup_metal_blue	difficulty_distractor	distractor	1	2	cup_metal_blue	difficulty_distractor	distractor	3	4	1	1	0	odd one out		1592936533687
7475-6	1592936546383	28	clickedObj		plate_plastic_blue_original	low_difficulty	target	4	2	plate_paper_white_original	difficulty_distractor	distractor	1	4	plate_paper_blue	difficulty_distractor	distractor	3	3	plate_paper_white_original	difficulty_distractor	distractor	2	1	1	1	0	dark blue plate		1592936544573
7475-6	1592936554492	29	clickedObj		door_steel_red	filler_none	target	4	4	box_cardboard_brown_original	filler	distractor	1	1	vase_glass_green	filler	competitor	3	3	box_cardboard_brown_original	filler	distractor	2	2	1	1	0	door		1592936552320
7475-6	1592936563452	30	clickedObj		chair_metal_purple	high_difficulty	target	4	2	chair_metal_green	difficulty_distractor	distractor	2	3	chair_plastic_green	difficulty_distractor	distractor	3	1	chair_plastic_green	difficulty_distractor	distractor	1	4	1	1	0	violet cahir		1592936561258
7475-6	1592936571655	31	clickedObj		boot_leather_green	high_difficulty	target	3	3	boot_rubber_brown	difficulty_distractor	distractor	2	1	boot_leather_brown	difficulty_distractor	distractor	4	4	boot_rubber_brown	difficulty_distractor	distractor	1	2	1	1	0	green shoe		1592936569761
7475-6	1592936593024	32	clickedObj		jacket_denim_purple	low_difficulty	target	1	4	jacket_leather_purple	difficulty_distractor	distractor	4	2	jacket_leather_black_original	difficulty_distractor	distractor	3	3	jacket_leather_black_original	difficulty_distractor	distractor	2	1	1	1	0	lite violet jacket		1592936589363
7754-6	1592922138961	1	clickedObj		plate_paper_blue	high_difficulty	target	1	1	plate_paper_green	difficulty_distractor	distractor	4	3	plate_plastic_green	difficulty_distractor	distractor	3	4	plate_plastic_green	difficulty_distractor	distractor	2	2	1	1	0	blue plate		1592922135383
7754-6	1592922167397	2	clickedObj		bottle_glass_green	low_difficulty	target	3	2	bottle_plastic_green	difficulty_distractor	distractor	2	1	bottle_plastic_clear_original	difficulty_distractor	distractor	4	3	bottle_plastic_clear_original	difficulty_distractor	distractor	1	4	1	1	0	dark green bottle.not the light green one		1592922162685
7754-6	1592922183335	3	clickedObj		table_metal_blue	low_difficulty	target	1	1	table_wood_green	difficulty_distractor	distractor	4	3	table_wood_blue	difficulty_distractor	distractor	3	2	table_wood_green	difficulty_distractor	distractor	2	4	1	1	0	blue long table		1592922179451
7754-6	1592922198558	4	clickedObj		ball_metal_green	filler_none	target	1	3	bag_plastic_white_original	filler	distractor	2	1	bag_plastic_white_original	filler	distractor	3	4	door_wood_yellow	filler	competitor	4	2	1	1	0	a ball		1592922189885
7754-6	1592922211272	5	clickedObj		bag_plastic_green	filler_color	target	4	1	ball_metal_red	filler	distractor	1	4	ball_metal_red	filler	distractor	3	3	ruler_wood_green	filler	competitor	2	2	1	1	0	a plastic bag		1592922208769
7754-6	1592922218910	6	clickedObj		chair_metal_green	high_difficulty	target	2	2	chair_wood_purple	difficulty_distractor	distractor	3	3	chair_wood_purple	difficulty_distractor	distractor	1	1	chair_metal_purple	difficulty_distractor	distractor	4	4	1	1	0	green chhair		1592922216732
7754-6	1592922226635	7	clickedObj		boot_leather_green	high_difficulty	target	3	4	boot_rubber_black_original	difficulty_distractor	distractor	1	3	boot_rubber_black_original	difficulty_distractor	distractor	4	2	boot_leather_black_original	difficulty_distractor	distractor	2	1	1	1	0	green boot 		1592922224696
7754-6	1592922233672	8	clickedObj		ruler_metal_green	filler_both	target	2	2	bag_paper_brown_original	filler	distractor	3	4	bowl_metal_green	filler	competitor	4	1	bag_paper_brown_original	filler	distractor	1	3	1	1	0	a ruler		1592922231449
7754-6	1592922241992	9	clickedObj		ball_plastic_blue_original	filler_none	target	2	1	vase_glass_clear_original	filler	competitor	1	3	door_steel_yellow	filler	distractor	4	2	door_steel_yellow	filler	distractor	3	4	1	1	0	blue ball		1592922240099
7754-6	1592922257054	10	clickedObj		vase_wood_blue	filler_material	target	1	3	ball_metal_red	filler	distractor	3	1	ruler_wood_brown_original	filler	competitor	2	2	ball_metal_red	filler	distractor	4	4	1	1	0	blue jar		1592922254897
7754-6	1592922264265	11	clickedObj		vase_wood_brown_original	filler_material	target	2	4	bowl_glass_clear_original	filler	distractor	4	2	box_wood_green	filler	competitor	3	1	bowl_glass_clear_original	filler	distractor	1	3	1	1	0	brown jar		1592922262535
7754-6	1592922273516	12	clickedObj		bowl_metal_blue	filler_both	target	2	2	box_wood_green	filler	distractor	4	3	box_wood_green	filler	distractor	3	4	ruler_metal_blue	filler	competitor	1	1	1	1	0	blue bowl		1592922271382
7754-6	1592922279947	13	clickedObj		door_wood_brown_original	filler_color	target	1	1	box_cardboard_brown_original	filler	competitor	3	2	vase_glass_clear_original	filler	distractor	2	4	vase_glass_clear_original	filler	distractor	4	3	1	1	0	a door		1592922277974
7754-6	1592922288263	14	clickedObj		table_metal_green	high_difficulty	target	3	4	table_wood_blue	difficulty_distractor	distractor	1	2	table_metal_blue	difficulty_distractor	distractor	2	1	table_wood_blue	difficulty_distractor	distractor	4	3	1	1	0	green table 		1592922286125
7754-6	1592922299632	15	clickedObj		bowl_glass_blue	filler_both	target	4	3	vase_glass_blue	filler	competitor	3	4	ball_plastic_red	filler	distractor	1	2	ball_plastic_red	filler	distractor	2	1	1	1	0	glass bowl 		1592922296113
7754-6	1592922309425	16	clickedObj		table_metal_blue	high_difficulty	target	2	1	table_wood_green	difficulty_distractor	distractor	3	2	table_wood_green	difficulty_distractor	distractor	1	4	table_metal_green	difficulty_distractor	distractor	4	3	1	1	0	blue table 		1592922307266
7754-6	1592922317799	17	clickedObj		bowl_glass_green	filler_material	target	2	3	vase_glass_blue	filler	competitor	1	4	ball_plastic_red	filler	distractor	4	2	ball_plastic_red	filler	distractor	3	1	1	1	0	green bowl		1592922315711
7754-6	1592922327515	18	clickedObj		table_metal_silver_original	high_difficulty	target	2	3	table_metal_green	difficulty_distractor	distractor	1	1	table_wood_green	difficulty_distractor	distractor	3	4	table_wood_green	difficulty_distractor	distractor	4	2	1	1	0	grey table 		1592922325540
7754-6	1592922336105	19	clickedObj		ball_metal_silver_original	filler_both	target	1	3	ruler_metal_silver_original	filler	competitor	2	4	bag_plastic_white_original	filler	distractor	4	2	bag_plastic_white_original	filler	distractor	3	1	1	1	0	grey ball		1592922334026
7754-6	1592922358917	20	clickedObj		cup_plastic_green	low_difficulty	target	2	2	cup_metal_silver_original	difficulty_distractor	distractor	3	1	cup_metal_green	difficulty_distractor	distractor	1	4	cup_metal_silver_original	difficulty_distractor	distractor	4	3	1	1	0	green beer glass.~~~plastic onee		1592922353924
7754-6	1592922365301	21	clickedObj		ruler_wood_blue	filler_material	target	2	1	vase_wood_green	filler	competitor	1	4	bowl_glass_clear_original	filler	distractor	4	2	bowl_glass_clear_original	filler	distractor	3	3	1	1	0	a ruler		1592922363292
7754-6	1592922383331	22	clickedObj		jacket_denim_purple	low_difficulty	target	3	4	jacket_leather_green	difficulty_distractor	distractor	4	1	jacket_leather_green	difficulty_distractor	distractor	2	3	jacket_leather_purple	difficulty_distractor	distractor	1	2	1	1	0	purple men's jacket		1592922379082
7754-6	1592922392563	23	clickedObj		bag_plastic_blue	filler_color	target	1	2	bowl_metal_silver_original	filler	distractor	2	4	bowl_metal_silver_original	filler	distractor	4	3	vase_glass_blue	filler	competitor	3	1	1	1	0	blue bag		1592922390218
7754-6	1592922409183	24	clickedObj		plate_paper_blue	low_difficulty	target	3	1	plate_plastic_pink	difficulty_distractor	distractor	4	4	plate_plastic_blue_original	difficulty_distractor	distractor	2	2	plate_plastic_pink	difficulty_distractor	distractor	1	3	1	1	0	light blue plate .~~~no shine		1592922405168
7754-6	1592922423113	25	clickedObj		pitcher_metal_blue	low_difficulty	target	1	1	pitcher_plastic_white_original	difficulty_distractor	distractor	4	4	pitcher_plastic_blue	difficulty_distractor	distractor	3	3	pitcher_plastic_white_original	difficulty_distractor	distractor	2	2	1	1	0	shiny water jar		1592922420156
7754-6	1592922437466	26	clickedObj		plate_plastic_blue_original	low_difficulty	target	2	1	plate_paper_blue	difficulty_distractor	distractor	4	3	plate_paper_white_original	difficulty_distractor	distractor	1	2	plate_paper_white_original	difficulty_distractor	distractor	3	4	1	1	0	dark shiny blue plate		1592922434083
7754-6	1592922450453	27	clickedObj		box_wood_blue	filler_color	target	1	1	door_steel_silver_original	filler	distractor	4	4	door_steel_silver_original	filler	distractor	2	3	ruler_metal_blue	filler	competitor	3	2	1	1	0	blue box		1592922448161
7754-6	1592922463576	28	clickedObj		box_cardboard_green	filler_none	target	1	1	door_steel_yellow	filler	distractor	3	4	door_steel_yellow	filler	distractor	4	3	ruler_metal_silver_original	filler	competitor	2	2	1	1	0	green  box		1592922461876
7754-6	1592922488737	29	clickedObj		bottle_plastic_green	low_difficulty	target	1	3	bottle_glass_blue	difficulty_distractor	distractor	3	4	bottle_glass_blue	difficulty_distractor	distractor	4	1	bottle_glass_green	difficulty_distractor	distractor	2	2	1	1	0	green bottle full of water		1592922476650
7754-6	1592922498293	30	clickedObj		door_steel_red	filler_none	target	2	2	bag_paper_green	filler	competitor	1	3	box_cardboard_blue	filler	distractor	4	4	box_cardboard_blue	filler	distractor	3	1	2	2	0	plared door___*red		1592922493041___1592922495751
7754-6	1592922506081	31	clickedObj		spoon_wood_green	high_difficulty	target	2	2	spoon_metal_blue	difficulty_distractor	distractor	1	1	spoon_wood_blue	difficulty_distractor	distractor	3	4	spoon_metal_blue	difficulty_distractor	distractor	4	3	1	1	0	green spoon		1592922504598
7754-6	1592922514041	32	clickedObj		chair_metal_purple	high_difficulty	target	1	4	chair_plastic_green	difficulty_distractor	distractor	3	3	chair_metal_green	difficulty_distractor	distractor	2	1	chair_plastic_green	difficulty_distractor	distractor	4	2	1	1	0	purple chair		1592922512645
2679-5	1592937326023	1	clickedObj		bag_plastic_green	filler_color	target	4	3	door_steel_silver_original	filler	distractor	2	4	box_wood_green	filler	competitor	1	2	door_steel_silver_original	filler	distractor	3	1	1	1	0	green and plastic		1592937321598
2679-5	1592937335895	2	clickedObj		bowl_glass_green	filler_material	target	1	3	door_wood_yellow	filler	distractor	3	2	door_wood_yellow	filler	distractor	4	4	vase_glass_blue	filler	competitor	2	1	1	1	0	green and glass		1592937332714
2679-5	1592937349409	3	clickedObj		vase_wood_brown_original	filler_material	target	3	2	bag_paper_green	filler	distractor	2	3	door_wood_yellow	filler	competitor	4	4	bag_paper_green	filler	distractor	1	1	1	1	0	brown and wood		1592937342165
2679-5	1592937357483	4	clickedObj		plate_paper_blue	high_difficulty	target	2	2	plate_plastic_green	difficulty_distractor	distractor	4	1	plate_paper_green	difficulty_distractor	distractor	3	4	plate_plastic_green	difficulty_distractor	distractor	1	3	1	1	0	blue 		1592937355527
2679-5	1592937371494	5	clickedObj		ball_metal_silver_original	filler_both	target	2	4	box_wood_green	filler	distractor	1	2	box_wood_green	filler	distractor	4	3	bowl_metal_silver_original	filler	competitor	3	1	1	1	0	silver and egg-shape		1592937368759
2679-5	1592937379183	6	clickedObj		table_metal_blue	high_difficulty	target	4	3	table_wood_green	difficulty_distractor	distractor	2	4	table_wood_green	difficulty_distractor	distractor	3	1	table_metal_green	difficulty_distractor	distractor	1	2	1	1	0	blue		1592937375707
2679-5	1592937386625	7	clickedObj		bowl_glass_clear_original	filler	distractor	3	2	bowl_glass_clear_original	filler	distractor	4	1	vase_wood_green	filler	competitor	2	4	door_steel_red	filler_none	target	1	3	1	1	0	red		1592937382884
